id,name,terminalName,lat,long,installed,locked,temporary,public,nbBikes,nbEmptyDocks
256,Columbia Pike & S Dinwiddie St / Arlington Mill Community Center,31068,38.856319,-77.11153,TRUE,FALSE,FALSE,TRUE,7,7
257,Pershing & N George Mason Dr,31069,38.871822,-77.107906,TRUE,FALSE,FALSE,TRUE,0,11
258,Fenton St & New York Ave,32001,38.985404,-77.023082,TRUE,FALSE,FALSE,TRUE,2,13
259,Bethesda Ave & Arlington Rd,32002,38.981103,-77.097426,TRUE,FALSE,FALSE,TRUE,1,17
260,Montgomery Ave & Waverly St,32003,38.983838,-77.09221,TRUE,FALSE,FALSE,TRUE,2,9
261,Fallsgrove Blvd & Fallsgrove Dr,32004,39.096312,-77.192672,TRUE,FALSE,FALSE,TRUE,11,8
262,Traville Gateway Dr & Gudelsky Dr,32005,39.093783,-77.202501,TRUE,FALSE,FALSE,TRUE,9,9
263,Norfolk Ave & Fairmont St,32000,38.988562,-77.096539,TRUE,FALSE,FALSE,TRUE,1,8
264,E Montgomery Ave & Maryland Ave,32007,39.084125,-77.151291,TRUE,FALSE,FALSE,TRUE,11,4
265,Cordell & Norfolk Ave,32008,38.98954,-77.098029,TRUE,FALSE,FALSE,TRUE,1,10
266,Frederick Ave & Horners Ln,32009,39.094772,-77.145213,TRUE,FALSE,FALSE,TRUE,3,8
267,Philadelphia & Maple Ave,32010,38.98128,-77.011336,TRUE,FALSE,FALSE,TRUE,11,4
268,Maple & Ritchie Ave,32011,38.983627,-77.006311,TRUE,FALSE,FALSE,TRUE,6,12
269,Silver Spring Metro/Colesville Rd & Wayne Ave,32012,38.99521,-77.02918,TRUE,FALSE,FALSE,TRUE,10,9
270,Montgomery & East Ln,32013,38.983525,-77.095367,TRUE,FALSE,FALSE,TRUE,8,2
271,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,32014,38.961763,-77.085998,TRUE,FALSE,FALSE,TRUE,9,10
272,14th & Belmont St NW,31119,38.921074,-77.031887,TRUE,FALSE,FALSE,TRUE,1,13
273,3rd & Tingey St SE,31634,38.87501,-77.0024,TRUE,FALSE,FALSE,TRUE,0,18
274,10th & Florida Ave NW,31120,38.920387,-77.025672,TRUE,FALSE,FALSE,TRUE,5,14
275,Potomac Ave & 8th St SE,31635,38.876737,-76.994468,TRUE,FALSE,FALSE,TRUE,7,7
276,Crabbs Branch Way & Redland Rd,32015,39.120045,-77.156985,TRUE,FALSE,FALSE,TRUE,5,10
277,Fallsgrove Dr & W Montgomery Ave,32016,39.099376,-77.188014,TRUE,FALSE,FALSE,TRUE,6,9
278,Monroe St & Monroe Pl,32017,39.082779,-77.148827,TRUE,FALSE,FALSE,TRUE,10,5
279,Needwood Rd & Eagles Head Ct,32018,39.123513,-77.15741,TRUE,FALSE,FALSE,TRUE,8,7
280,East West Hwy & Blair Mill Rd,32019,38.990249,-77.02935,TRUE,FALSE,FALSE,TRUE,3,12
281,Crabbs Branch Way & Calhoun Pl,32020,39.107709,-77.152072,TRUE,FALSE,FALSE,TRUE,8,7
282,47th & Elm St,32021,38.982456,-77.091991,TRUE,FALSE,FALSE,TRUE,5,8
283,Garland Ave & Walden Rd,32022,39.000578,-77.00149,TRUE,FALSE,FALSE,TRUE,4,11
284,Montgomery College/W Campus Dr & Mannakee St,32023,39.095661,-77.159048,TRUE,FALSE,FALSE,TRUE,13,8
285,Fenton St & Gist Ave,32024,38.989724,-77.023854,TRUE,FALSE,FALSE,TRUE,3,7
286,Carroll & Westmoreland Ave,32025,38.975,-77.01121,TRUE,FALSE,FALSE,TRUE,7,7
287,Carroll & Ethan Allen Ave,32026,38.977933,-77.006472,TRUE,FALSE,FALSE,TRUE,5,10
288,Battery Ln & Trolley Trail,32027,38.992375,-77.100104,TRUE,FALSE,FALSE,TRUE,7,7
289,Norfolk & Rugby Ave,32028,38.990639,-77.100239,TRUE,FALSE,FALSE,TRUE,4,7
290,Offutt Ln & Chevy Chase Dr,32029,38.977093,-77.094589,TRUE,FALSE,FALSE,TRUE,4,6
291,Broschart & Blackwell Rd,32030,39.102099,-77.200322,TRUE,FALSE,FALSE,TRUE,6,9
292,Taft St & E Gude Dr,32031,39.094103,-77.132954,TRUE,FALSE,FALSE,TRUE,13,2
293,Fleet St & Ritchie Pkwy,32032,39.076331,-77.141378,TRUE,FALSE,FALSE,TRUE,8,7
294,Piccard & W Gude Dr,32033,39.102212,-77.177091,TRUE,FALSE,FALSE,TRUE,16,3
295,Ripley & Bonifant St,32034,38.992679,-77.029457,TRUE,FALSE,FALSE,TRUE,7,8
296,Georgia Ave & Spring St,32035,38.999388,-77.031555,TRUE,FALSE,FALSE,TRUE,2,9
297,Fenton St & Ellsworth Dr,32036,38.997033,-77.025608,TRUE,FALSE,FALSE,TRUE,5,10
298,King Farm Blvd & Pleasant Dr,32037,39.114688,-77.171487,TRUE,FALSE,FALSE,TRUE,12,6
299,King Farm Blvd & Piccard Dr,32038,39.110314,-77.182669,TRUE,FALSE,FALSE,TRUE,3,12
301,Calvert St & Woodley Pl NW,31121,38.923583,-77.050046,TRUE,FALSE,FALSE,TRUE,1,18
302,New Jersey Ave & N St NW/Dunbar HS,31636,38.90706,-77.015231,TRUE,FALSE,FALSE,TRUE,3,15
303,Nannie Helen Burroughs Ave & 49th St NE,31710,38.898536,-76.931862,TRUE,FALSE,FALSE,TRUE,7,4
304,Deanwood Rec Center,31711,38.908473,-76.933099,TRUE,FALSE,FALSE,TRUE,7,8
305,Hains Point/Buckeye & Ohio Dr SW,31273,38.878433,-77.03023,TRUE,FALSE,FALSE,TRUE,0,17
306,Arlington Blvd & Fillmore St,31070,38.873755,-77.089233,TRUE,FALSE,FALSE,TRUE,4,7
307,Long Bridge Park/Long Bridge Dr & 6th St S,31071,38.86646,-77.04826,TRUE,FALSE,FALSE,TRUE,9,2
308,Old Georgetown Rd & Southwick St,32039,38.999634,-77.109647,TRUE,FALSE,FALSE,TRUE,5,14
309,Friendship Blvd & Willard Ave,32040,38.96115,-77.088659,TRUE,FALSE,FALSE,TRUE,5,13
310,North Capitol St & G Pl NE,31637,38.899703,-77.008911,TRUE,FALSE,FALSE,TRUE,14,5
311,31st & Woodrow St S,31072,38.837666,-77.09482,TRUE,FALSE,FALSE,TRUE,3,8
312,Washington Blvd & Walter Reed Dr,31073,38.873219,-77.082104,TRUE,FALSE,FALSE,TRUE,9,6
313,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,31074,38.869418,-77.095596,TRUE,FALSE,FALSE,TRUE,6,8
314,Connecticut Ave & Tilden St NW,31313,38.941154,-77.062036,TRUE,FALSE,FALSE,TRUE,9,6
315,Medical Center Dr & Key West Ave,32041,39.103091,-77.196442,TRUE,FALSE,FALSE,TRUE,7,8
316,Shady Grove Hospital,32042,39.097636,-77.196636,TRUE,FALSE,FALSE,TRUE,8,10
317,Veterans Pl & Pershing Dr,32043,38.997445,-77.023894,TRUE,FALSE,FALSE,TRUE,5,6
318,Rockville Metro East,32044,39.085394,-77.145803,TRUE,FALSE,FALSE,TRUE,9,4
319,1st & H St NW,31638,38.900358,-77.012108,TRUE,FALSE,FALSE,TRUE,4,11
320,Fort Totten Metro,31515,38.952369,-77.002721,TRUE,FALSE,FALSE,TRUE,4,15
321,Takoma Metro,31408,38.975219,-77.016855,TRUE,FALSE,FALSE,TRUE,15,4
322,Rhode Island Ave Metro,31516,38.920682,-76.995876,TRUE,FALSE,FALSE,TRUE,0,19
323,Rolfe St & 9th St S,31075,38.866471,-77.076131,TRUE,FALSE,FALSE,TRUE,5,5
324,Shirlington Transit Center / S Quincy & Randolph St,31076,38.839912,-77.087083,TRUE,FALSE,FALSE,TRUE,12,3
325,Shady Grove Metro West,32045,39.119765,-77.166093,TRUE,FALSE,FALSE,TRUE,13,6
326,River Rd & Landy Ln,32046,38.964992,-77.103381,TRUE,FALSE,FALSE,TRUE,10,8
327,Rockville Metro West,32047,39.084379,-77.146866,TRUE,FALSE,FALSE,TRUE,4,15
328,Bethesda Metro,32048,38.984691,-77.094537,TRUE,FALSE,FALSE,TRUE,6,6
329,Iwo Jima Memorial/N Meade & 14th St N,31077,38.88992,-77.071301,TRUE,FALSE,FALSE,TRUE,9,10
330,33rd & Water St NW,31314,38.903295,-77.065884,TRUE,FALSE,FALSE,TRUE,1,18
331,Duke St & John Carlyle St,31081,38.804378,-77.060866,TRUE,FALSE,FALSE,TRUE,5,10
332,Lee Hwy & N Cleveland St,31079,38.894941,-77.09169,TRUE,FALSE,FALSE,TRUE,4,10
333,Arlington Blvd & S George Mason Dr/NFATC,31078,38.869442,-77.104503,TRUE,FALSE,FALSE,TRUE,5,6
334,MLK Library/9th & G St NW,31274,38.898404,-77.024281,TRUE,FALSE,FALSE,TRUE,21,1
335,Lee Hwy & N Scott St,31080,38.897612,-77.080851,TRUE,FALSE,FALSE,TRUE,3,12
336,New Hampshire Ave & 24th St NW,31275,38.901755,-77.051084,TRUE,FALSE,FALSE,TRUE,16,3
337,Eisenhower Ave & Mill Race Ln,31082,38.801111,-77.068952,TRUE,FALSE,FALSE,TRUE,7,8
338,Potomac Greens Dr & Slaters Ln,31083,38.82175,-77.047494,TRUE,FALSE,FALSE,TRUE,2,9
339,Ballenger Ave & Dulaney St,31084,38.802677,-77.063562,TRUE,FALSE,FALSE,TRUE,12,7
340,Mount Vernon Ave & E Nelson Ave,31085,38.820064,-77.057619,TRUE,FALSE,FALSE,TRUE,4,7
341,Mount Vernon Ave & E Del Ray Ave,31086,38.82595,-77.058541,TRUE,FALSE,FALSE,TRUE,7,8
342,Monroe Ave & Leslie Ave,31087,38.820932,-77.053096,TRUE,FALSE,FALSE,TRUE,4,11
343,Mount Vernon Ave & Kennedy St,31088,38.833077,-77.059821,TRUE,FALSE,FALSE,TRUE,15,0
344,Court House Metro / 15th & N Uhle St,31089,38.890612,-77.084801,TRUE,FALSE,FALSE,TRUE,9,12
345,Washington Adventist U / Flower Ave & Division St,32049,38.986743,-77.000035,TRUE,FALSE,FALSE,TRUE,6,9
346,6th & S Ball St,31090,38.864702,-77.048672,TRUE,FALSE,FALSE,TRUE,11,4
347,McKinley St & Connecticut Ave NW,31315,38.96497,-77.075946,TRUE,FALSE,FALSE,TRUE,7,12
348,15th & L St NW,31276,38.90366,-77.034846,TRUE,FALSE,FALSE,TRUE,8,15
349,17th & G St NW,31277,38.89841,-77.039624,TRUE,FALSE,FALSE,TRUE,6,22
350,Spring St & Second Ave,32050,38.997653,-77.034499,TRUE,FALSE,FALSE,TRUE,8,7
351,18th & R St NW,31278,38.912648,-77.041834,TRUE,FALSE,FALSE,TRUE,6,10
352,S Joyce & 16th St S,31091,38.859254,-77.063275,TRUE,FALSE,FALSE,TRUE,6,9
353,Union Market/6th St & Neal Pl NE,31517,38.908008,-76.996985,TRUE,FALSE,FALSE,TRUE,18,3
354,Lee Hwy & N Monroe St,31092,38.896456,-77.104562,TRUE,FALSE,FALSE,TRUE,6,9
355,21st St N & N Pierce St,31093,38.898984,-77.078317,TRUE,FALSE,FALSE,TRUE,2,13
356,Lee Hwy & N Kirkwood Rd,31094,38.895377,-77.09713,TRUE,FALSE,FALSE,TRUE,13,1
357,19th & G St NW,31279,38.898412,-77.043182,TRUE,FALSE,FALSE,TRUE,14,8
359,Wilson Blvd & N Illinois St,31902,38.876528,-77.12712,TRUE,FALSE,FALSE,TRUE,11,4
364,Army Navy Dr & S Nash St,31095,38.862467,-77.068242,TRUE,FALSE,FALSE,TRUE,5,6
367,11th & S St NW,31280,38.913761,-77.027025,TRUE,FALSE,FALSE,TRUE,3,20
368,S Walter Reed Dr & 8th St S,31096,38.86612,-77.08787,TRUE,FALSE,FALSE,TRUE,12,3
369,2nd & G St NE,31639,38.89967,-77.003666,TRUE,FALSE,FALSE,TRUE,5,18
370,8th & O St NW,31281,38.90864,-77.02277,TRUE,FALSE,FALSE,TRUE,6,13
371,Georgia & Missouri Ave NW,31411,38.961339,-77.027855,TRUE,FALSE,FALSE,TRUE,11,8
373,Oklahoma Ave & D St NE,31712,38.894474,-76.974828,TRUE,FALSE,FALSE,TRUE,7,12
374,Maryland Ave & E St NE,31640,38.896134,-76.9929,TRUE,FALSE,FALSE,TRUE,2,17
375,New York Ave & Hecht Ave NE,31518,38.915604,-76.983683,TRUE,FALSE,FALSE,TRUE,13,10
376,Yuma St & Tenley Circle NW,31316,38.946182,-77.08059,TRUE,FALSE,FALSE,TRUE,7,12
377,Connecticut Ave & Chevy Chase Lake Dr,32051,38.994113,-77.076986,TRUE,FALSE,FALSE,TRUE,5,9
378,Key West Ave & Siesta Key Way,32052,39.105295,-77.194774,TRUE,FALSE,FALSE,TRUE,5,10
379,Lee Hwy & N Woodstock St,31900,38.898301,-77.118009,TRUE,FALSE,FALSE,TRUE,2,16
380,Saint Asaph & Madison St,31097,38.812718,-77.044097,TRUE,FALSE,FALSE,TRUE,9,5
381,King St Metro North / Cameron St,31098,38.80704,-77.059817,TRUE,FALSE,FALSE,TRUE,6,9
382,Madison & N Henry St,31099,38.813485,-77.049468,TRUE,FALSE,FALSE,TRUE,6,8
383,Medical Center Metro,32053,38.999378,-77.097882,TRUE,FALSE,FALSE,TRUE,4,15
384,Washington Blvd & N Frederick St,31901,38.884829,-77.127671,TRUE,FALSE,FALSE,TRUE,7,4
385,Wisconsin Ave & Ingomar St NW,31317,38.958267,-77.084636,TRUE,FALSE,FALSE,TRUE,5,13
386,16th & Irving St NW,31122,38.928893,-77.03625,TRUE,FALSE,FALSE,TRUE,2,16
387,16th & R St NW,31282,38.912652,-77.036278,TRUE,FALSE,FALSE,TRUE,4,14
388,Lyttonsville Rd & Lyttonsville Pl,32054,38.999679,-77.051168,TRUE,FALSE,FALSE,TRUE,5,10
389,Woodmont Ave & Strathmore St,32055,38.979875,-77.093522,TRUE,FALSE,FALSE,TRUE,4,7
390,14th & L St NW,31283,38.903658,-77.031737,TRUE,FALSE,FALSE,TRUE,10,8
391,1st & O St NW,31519,38.908643,-77.012365,TRUE,FALSE,FALSE,TRUE,3,12
392,South Capitol & Atlantic St SW,31811,38.831516,-77.008133,TRUE,FALSE,FALSE,TRUE,15,4
393,18th & C St NW,31284,38.893511,-77.041544,TRUE,FALSE,FALSE,TRUE,8,11
394,22nd & P ST NW,31285,38.909394,-77.048728,TRUE,FALSE,FALSE,TRUE,3,14
395,East West Hwy & 16th St,32056,38.995681,-77.038721,TRUE,FALSE,FALSE,TRUE,4,15
396,Royal & Wilkes St,31903,38.799267,-77.0447,TRUE,FALSE,FALSE,TRUE,9,6
397,14th & Girard St NW,31123,38.925284,-77.032375,TRUE,FALSE,FALSE,TRUE,1,21
398,Potomac Ave & Main Line Blvd,31910,38.822738,-77.049265,TRUE,FALSE,FALSE,TRUE,10,8
399,11th & O St NW,31286,38.90843,-77.02714,TRUE,FALSE,FALSE,TRUE,5,12
400,10th St & L'Enfant Plaza SW,31287,38.884377,-77.025791,TRUE,FALSE,FALSE,TRUE,6,14
401,Connecticut Ave & Yuma St NW,31318,38.947156,-77.065115,TRUE,FALSE,FALSE,TRUE,6,13
402,2nd St & Massachusetts Ave NE,31641,38.894972,-77.003135,TRUE,FALSE,FALSE,TRUE,8,15
403,Radford & Osage St,31908,38.828437,-77.086031,TRUE,FALSE,FALSE,TRUE,10,13
404,East Falls Church Metro/Sycamore St & 19th St N,31904,38.884859,-77.155988,TRUE,FALSE,FALSE,TRUE,13,4
405,Kennebec St & 11th St N,31905,38.880992,-77.135271,TRUE,FALSE,FALSE,TRUE,5,10
406,Commonwealth Ave & Oak St,31906,38.812711,-77.061715,TRUE,FALSE,FALSE,TRUE,12,7
407,Commonwealth & E Monroe Ave,31913,38.82005823,-77.06282079,TRUE,FALSE,FALSE,TRUE,1,14
408,4th St & Madison Dr NW,31288,38.890493,-77.017253,TRUE,FALSE,FALSE,TRUE,1,17
409,Henry Bacon Dr & Lincoln Memorial Circle NW,31289,38.890544,-77.049379,TRUE,FALSE,FALSE,TRUE,4,15
410,17th St & Independence Ave SW,31290,38.888097,-77.038325,TRUE,FALSE,FALSE,TRUE,0,16
411,Franklin & S Washington St,31907,38.798133,-77.0487,TRUE,FALSE,FALSE,TRUE,5,14
412,Mount Vernon Ave & Four Mile Run Park,31909,38.843422,-77.064016,TRUE,FALSE,FALSE,TRUE,7,8
413,New Jersey Ave & L St NW,31642,38.903598,-77.01397,TRUE,FALSE,FALSE,TRUE,5,18
414,Mount Vernon Ave & Bruce St,31912,38.841291,-77.063093,TRUE,FALSE,FALSE,TRUE,12,3
415,Lee Center,31914,38.797557,-77.053766,TRUE,FALSE,FALSE,TRUE,8,7
416,Powhatan St & Bashford Ln,31915,38.818748,-77.047783,TRUE,FALSE,FALSE,TRUE,9,5
417,Potomac & Swann Ave,31916,38.829545,-77.047844,TRUE,FALSE,FALSE,TRUE,14,2
418,14th & Irving St NW,31124,38.928552,-77.032224,TRUE,FALSE,FALSE,TRUE,0,31
419,16th & K St NW,31291,38.90268,-77.035737,TRUE,FALSE,FALSE,TRUE,21,2
420,Wisconsin Ave & Brandywine St NW,31319,38.949813,-77.080217,TRUE,FALSE,FALSE,TRUE,5,20
421,24th & R St NE / National Arboretum,31520,38.91263,-76.971923,TRUE,FALSE,FALSE,TRUE,5,12
422,Division Ave & Foote St NE,31713,38.897407,-76.925907,TRUE,FALSE,FALSE,TRUE,8,7
423,16th & Q St SE / Anacostia HS,31812,38.870695,-76.982359,TRUE,FALSE,FALSE,TRUE,8,15
439,1st & D St SE,31643,38.884916,-77.005965,TRUE,FALSE,FALSE,TRUE,14,4
443,22nd St & Constitution Ave NW,31292,38.892441,-77.048947,TRUE,FALSE,FALSE,TRUE,1,22
444,61st St & Banks Pl NE,31714,38.891805,-76.913563,TRUE,FALSE,FALSE,TRUE,1,17
