StartStation,EndStation,Ridership,start_id,start_terminalName,start_lat,start_long,start_nbBikes,start_nbEmptyDocks,end_id,end_terminalName,end_lat,end_long,end_nbBikes,end_nbEmptyDocks,distance_hav
20th & L St NW,Massachusetts Ave & Dupont Circle NW,1435,185,31250,38.903584,-77.044789,18,1,51,31200,38.9101,-77.0444,8,34,726.1400998
20th & L St NW,Thomas Circle,1301,185,31250,38.903584,-77.044789,18,1,137,31241,38.9059,-77.0325,6,27,1095.343539
20th & L St NW,15th & P St NW,1222,185,31250,38.903584,-77.044789,18,1,23,31201,38.90985,-77.034438,10,8,1136.021192
20th & L St NW,12th & L St NW,1113,185,31250,38.903584,-77.044789,18,1,186,31251,38.903819,-77.0284,3,16,1420.005548
20th & L St NW,20th & O St NW / Dupont South,1033,185,31250,38.903584,-77.044789,18,1,107,31234,38.908905,-77.04478,3,15,592.3315236
20th & L St NW,14th & V St NW,980,185,31250,38.903584,-77.044789,18,1,15,31101,38.9176,-77.0321,4,22,1908.528111
20th & L St NW,17th & Corcoran St NW,949,185,31250,38.903584,-77.044789,18,1,59,31214,38.9121,-77.0387,5,13,1084.852771
20th & L St NW,14th & Rhode Island Ave NW,923,185,31250,38.903584,-77.044789,18,1,25,31203,38.9086,-77.0323,14,8,1217.472479
20th & L St NW,20th St & Florida Ave NW,744,185,31250,38.903584,-77.044789,18,1,46,31110,38.9154,-77.0446,2,11,1315.452984
20th & L St NW,11th & M St NW,711,185,31250,38.903584,-77.044789,18,1,115,31266,38.905607,-77.027137,3,16,1545.651496
20th & L St NW,New Hampshire Ave & T St NW,678,185,31250,38.903584,-77.044789,18,1,102,31229,38.91554,-77.03818,0,23,1448.837035
20th & L St NW,25th St & Pennsylvania Ave NW,655,185,31250,38.903584,-77.044789,18,1,112,31237,38.903827,-77.053485,8,7,753.8122531
20th & L St NW,5th & K St NW,613,185,31250,38.903584,-77.044789,18,1,31,31600,38.90304,-77.019027,4,14,2232.572947
20th & L St NW,17th & K St NW,587,185,31250,38.903584,-77.044789,18,1,54,31213,38.90276,-77.03863,9,13,541.3800612
20th & L St NW,11th & Kenyon St NW,584,185,31250,38.903584,-77.044789,18,1,16,31102,38.929464,-77.027822,2,25,3234.115292
20th & L St NW,M St & Pennsylvania Ave NW,574,185,31250,38.903584,-77.044789,18,1,153,31246,38.905126,-77.056887,13,6,1061.993836
20th & L St NW,California St & Florida Ave NW,553,185,31250,38.903584,-77.044789,18,1,149,31116,38.917761,-77.04062,3,16,1618.96554
20th & L St NW,17th & Rhode Island Ave NW,550,185,31250,38.903584,-77.044789,18,1,136,31239,38.906602,-77.038785,4,18,619.1817817
20th & L St NW,17th St & Massachusetts Ave NW,547,185,31250,38.903584,-77.044789,18,1,229,31267,38.908142,-77.038359,0,17,753.4634051
20th & L St NW,14th & R St NW,529,185,31250,38.903584,-77.044789,18,1,24,31202,38.912682,-77.031681,3,12,1521.515817
19th & L St NW,17th & Corcoran St NW,3175,86,31224,38.903407,-77.043648,10,4,59,31214,38.9121,-77.0387,5,13,1058.374201
19th & L St NW,Massachusetts Ave & Dupont Circle NW,2901,86,31224,38.903407,-77.043648,10,4,51,31200,38.9101,-77.0444,8,34,747.9036947
19th & L St NW,15th & P St NW,2863,86,31224,38.903407,-77.043648,10,4,23,31201,38.90985,-77.034438,10,8,1072.818598
19th & L St NW,25th St & Pennsylvania Ave NW,2806,86,31224,38.903407,-77.043648,10,4,112,31237,38.903827,-77.053485,8,7,853.4532304
19th & L St NW,20th & E St NW,1884,86,31224,38.903407,-77.043648,10,4,26,31204,38.8963,-77.045,7,8,799.7710547
19th & L St NW,21st & I St NW,1858,86,31224,38.903407,-77.043648,10,4,27,31205,38.9008,-77.047,30,2,410.5442652
19th & L St NW,14th & V St NW,1737,86,31224,38.903407,-77.043648,10,4,15,31101,38.9176,-77.0321,4,22,1869.989361
19th & L St NW,Thomas Circle,1661,86,31224,38.903407,-77.043648,10,4,137,31241,38.9059,-77.0325,6,27,1004.812645
19th & L St NW,14th & Rhode Island Ave NW,1645,86,31224,38.903407,-77.043648,10,4,25,31203,38.9086,-77.0323,14,8,1140.411052
19th & L St NW,20th St & Florida Ave NW,1604,86,31224,38.903407,-77.043648,10,4,46,31110,38.9154,-77.0446,2,11,1337.599075
19th & L St NW,20th & O St NW / Dupont South,1545,86,31224,38.903407,-77.043648,10,4,107,31234,38.908905,-77.04478,3,15,619.8404772
19th & L St NW,US Dept of State / Virginia Ave & 21st St NW,1426,86,31224,38.903407,-77.043648,10,4,74,31220,38.894919,-77.046587,0,15,978.585135
19th & L St NW,C & O Canal & Wisconsin Ave NW,1420,86,31224,38.903407,-77.043648,10,4,87,31225,38.90375,-77.06269,8,15,1650.036298
19th & L St NW,8th & H St NW,1405,86,31224,38.903407,-77.043648,10,4,92,31228,38.8997,-77.023086,31,2,1828.495705
19th & L St NW,5th & K St NW,1264,86,31224,38.903407,-77.043648,10,4,31,31600,38.90304,-77.019027,4,14,2133.301018
19th & L St NW,Convention Center / 7th & M St NW,1156,86,31224,38.903407,-77.043648,10,4,84,31223,38.905737,-77.02227,1,18,1870.009757
19th & L St NW,Adams Mill & Columbia Rd NW,1076,86,31224,38.903407,-77.043648,10,4,18,31104,38.922925,-77.042581,1,14,2174.698574
19th & L St NW,21st & M St NW,1051,86,31224,38.903407,-77.043648,10,4,53,31212,38.90534,-77.046774,14,5,345.8834297
19th & L St NW,16th & K St NW,1010,86,31224,38.903407,-77.043648,10,4,419,31291,38.90268,-77.035737,21,2,690.0911288
19th & L St NW,M St & Pennsylvania Ave NW,991,86,31224,38.903407,-77.043648,10,4,153,31246,38.905126,-77.056887,13,6,1162.728385
19th & L St NW,22nd & I St NW / Foggy Bottom,990,86,31224,38.903407,-77.043648,10,4,200,31257,38.90088,-77.048911,14,0,535.7355163
19th & L St NW,New Hampshire Ave & T St NW,987,86,31224,38.903407,-77.043648,10,4,102,31229,38.91554,-77.03818,0,23,1431.282842
19th & L St NW,Georgetown Harbor / 30th St NW,970,86,31224,38.903407,-77.043648,10,4,72,31215,38.9022212,-77.059219,6,13,1355.36218
19th & L St NW,12th & L St NW,969,86,31224,38.903407,-77.043648,10,4,186,31251,38.903819,-77.0284,3,16,1321.718361
19th & L St NW,Georgia & New Hampshire Ave NW,968,86,31224,38.903407,-77.043648,10,4,28,31400,38.936043,-77.024649,3,12,3988.296513
19th & L St NW,14th & R St NW,962,86,31224,38.903407,-77.043648,10,4,24,31202,38.912682,-77.031681,3,12,1463.088508
19th & L St NW,19th & E Street NW,939,86,31224,38.903407,-77.043648,10,4,41,31206,38.8952,-77.0436,3,8,913.608525
19th & L St NW,New York Ave & 15th St NW,933,86,31224,38.903407,-77.043648,10,4,83,31222,38.8991,-77.0337,7,7,986.2060098
19th & L St NW,13th St & New York Ave NW,910,86,31224,38.903407,-77.043648,10,4,91,31227,38.900283,-77.029822,13,9,1247.229154
19th & L St NW,14th & G St NW,861,86,31224,38.903407,-77.043648,10,4,117,31238,38.898069,-77.031823,9,11,1184.298315
19th & L St NW,14th & D St NW / Ronald Reagan Building,854,86,31224,38.903407,-77.043648,10,4,104,31231,38.894514,-77.031617,8,17,1437.507491
19th & L St NW,5th St & Massachusetts Ave NW,822,86,31224,38.903407,-77.043648,10,4,207,31265,38.90093,-77.018677,6,13,2180.764898
19th & L St NW,North Capitol St & F St NW,815,86,31224,38.903407,-77.043648,10,4,114,31624,38.897446,-77.009888,18,5,2999.066554
19th & L St NW,Metro Center / 12th & G St NW,803,86,31224,38.903407,-77.043648,10,4,103,31230,38.898364,-77.027869,30,0,1477.759418
19th & L St NW,10th & U St NW,790,86,31224,38.903407,-77.043648,10,4,43,31111,38.9172,-77.0259,2,12,2172.784192
19th & L St NW,19th St & Constitution Ave NW,756,86,31224,38.903407,-77.043648,10,4,109,31235,38.8923,-77.0436,24,11,1236.432578
19th & L St NW,11th & Kenyon St NW,748,86,31224,38.903407,-77.043648,10,4,16,31102,38.929464,-77.027822,2,25,3208.228103
19th & L St NW,Florida Ave & R St NW,745,86,31224,38.903407,-77.043648,10,4,61,31503,38.9126,-77.0135,6,8,2804.886372
19th & L St NW,14th St & New York Ave NW,698,86,31224,38.903407,-77.043648,10,4,69,31216,38.899632,-77.031686,12,11,1118.25297
19th & L St NW,Columbus Circle / Union Station,682,86,31224,38.903407,-77.043648,10,4,113,31623,38.89696,-77.00493,36,7,3430.189805
19th & L St NW,10th St & Constitution Ave NW,673,86,31224,38.903407,-77.043648,10,4,76,31219,38.893028,-77.026013,12,19,1915.504072
19th & L St NW,14th St & Spring Rd NW,671,86,31224,38.903407,-77.043648,10,4,29,31401,38.9375,-77.0328,1,10,3909.779801
19th & L St NW,Eastern Market / 7th & North Carolina Ave SE,665,86,31224,38.903407,-77.043648,10,4,68,31610,38.886952,-76.996806,6,7,4452.606331
19th & L St NW,11th & M St NW,657,86,31224,38.903407,-77.043648,10,4,115,31266,38.905607,-77.027137,3,16,1451.132103
19th & L St NW,4th & M St SW,657,86,31224,38.903407,-77.043648,10,4,22,31108,38.8767,-77.0178,5,16,3722.187876
19th & L St NW,Park Rd & Holmead Pl NW,643,86,31224,38.903407,-77.043648,10,4,33,31602,38.9308,-77.0315,8,10,3225.794814
19th & L St NW,7th & F St NW / National Portrait Gallery,631,86,31224,38.903407,-77.043648,10,4,105,31232,38.897351,-77.022465,21,3,1955.059169
19th & L St NW,17th & K St NW,628,86,31224,38.903407,-77.043648,10,4,54,31213,38.90276,-77.03863,9,13,440.6348293
19th & L St NW,7th & T St NW,607,86,31224,38.903407,-77.043648,10,4,47,31109,38.9155,-77.0222,5,10,2294.319486
19th & L St NW,14th & Harvard St NW,605,86,31224,38.903407,-77.043648,10,4,19,31105,38.9268,-77.0322,2,17,2786.49117
19th & L St NW,18th & M St NW,590,86,31224,38.903407,-77.043648,10,4,79,31221,38.904742,-77.041606,9,8,231.0356698
19th & L St NW,1st & M St NE,584,86,31224,38.903407,-77.043648,10,4,52,31603,38.9057,-77.0056,6,6,3305.894143
19th & L St NW,California St & Florida Ave NW,579,86,31224,38.903407,-77.043648,10,4,149,31116,38.917761,-77.04062,3,16,1619.263767
19th & L St NW,Lamont & Mt Pleasant NW,570,86,31224,38.903407,-77.043648,10,4,21,31107,38.9319,-77.0388,4,15,3199.499009
19th & L St NW,3rd & H St NE,547,86,31224,38.903407,-77.043648,10,4,96,31616,38.900412,-77.001949,11,8,3627.791261
19th & L St NW,17th St & Massachusetts Ave NW,539,86,31224,38.903407,-77.043648,10,4,229,31267,38.908142,-77.038359,0,17,698.3910107
19th & L St NW,19th St & Pennsylvania Ave NW,532,86,31224,38.903407,-77.043648,10,4,14,31100,38.9003,-77.0429,7,7,351.8876163
33rd & Water St NW,Georgetown Harbor / 30th St NW,1360,330,31314,38.903295,-77.065884,1,18,72,31215,38.9022212,-77.059219,6,13,589.6343193
33rd & Water St NW,Lincoln Memorial,974,330,31314,38.903295,-77.065884,1,18,204,31258,38.888251,-77.049426,0,23,2199.495878
33rd & Water St NW,Lynn & 19th St North,643,330,31314,38.903295,-77.065884,1,18,127,31014,38.897315,-77.070993,11,19,799.4041057
33rd & Water St NW,C & O Canal & Wisconsin Ave NW,597,330,31314,38.903295,-77.065884,1,18,87,31225,38.90375,-77.06269,8,15,281.2918046
33rd & Water St NW,Massachusetts Ave & Dupont Circle NW,548,330,31314,38.903295,-77.065884,1,18,51,31200,38.9101,-77.0444,8,34,2009.328185
5th & K St NW,5th & F St NW,6097,31,31600,38.90304,-77.019027,4,14,82,31620,38.897222,-77.019347,24,7,648.2498561
5th & K St NW,1st & M St NE,5164,31,31600,38.90304,-77.019027,4,14,52,31603,38.9057,-77.0056,6,6,1200.25746
5th & K St NW,8th & H St NW,4895,31,31600,38.90304,-77.019027,4,14,92,31228,38.8997,-77.023086,31,2,511.7524716
5th & K St NW,13th St & New York Ave NW,4333,31,31600,38.90304,-77.019027,4,14,91,31227,38.900283,-77.029822,13,9,984.2607984
5th & K St NW,Metro Center / 12th & G St NW,3962,31,31600,38.90304,-77.019027,4,14,103,31230,38.898364,-77.027869,30,0,926.1307295
5th & K St NW,Florida Ave & R St NW,3538,31,31600,38.90304,-77.019027,4,14,61,31503,38.9126,-77.0135,6,8,1166.950787
5th & K St NW,7th & F St NW / National Portrait Gallery,3499,31,31600,38.90304,-77.019027,4,14,105,31232,38.897351,-77.022465,21,3,699.8403857
5th & K St NW,North Capitol St & F St NW,3364,31,31600,38.90304,-77.019027,4,14,114,31624,38.897446,-77.009888,18,5,1007.292011
5th & K St NW,3rd & H St NE,3138,31,31600,38.90304,-77.019027,4,14,96,31616,38.900412,-77.001949,11,8,1508.139314
5th & K St NW,Convention Center / 7th & M St NW,3128,31,31600,38.90304,-77.019027,4,14,84,31223,38.905737,-77.02227,1,18,411.1715065
5th & K St NW,15th & P St NW,2870,31,31600,38.90304,-77.019027,4,14,23,31201,38.90985,-77.034438,10,8,1535.217072
5th & K St NW,Columbus Circle / Union Station,2863,31,31600,38.90304,-77.019027,4,14,113,31623,38.89696,-77.00493,36,7,1396.280631
5th & K St NW,Massachusetts Ave & Dupont Circle NW,2855,31,31600,38.90304,-77.019027,4,14,51,31200,38.9101,-77.0444,8,34,2334.235432
5th & K St NW,5th St & Massachusetts Ave NW,2558,31,31600,38.90304,-77.019027,4,14,207,31265,38.90093,-77.018677,6,13,236.8330864
5th & K St NW,14th & Rhode Island Ave NW,2507,31,31600,38.90304,-77.019027,4,14,25,31203,38.9086,-77.0323,14,8,1305.797957
5th & K St NW,1st & Rhode Island Ave NW,2299,31,31600,38.90304,-77.019027,4,14,147,31506,38.915417,-77.012289,4,11,1496.327941
5th & K St NW,7th & T St NW,2179,31,31600,38.90304,-77.019027,4,14,47,31109,38.9155,-77.0222,5,10,1414.010713
5th & K St NW,14th & R St NW,1951,31,31600,38.90304,-77.019027,4,14,24,31202,38.912682,-77.031681,3,12,1534.140925
5th & K St NW,New Jersey Ave & R St NW,1913,31,31600,38.90304,-77.019027,4,14,232,31509,38.912659,-77.017669,7,7,1077.224482
5th & K St NW,13th & H St NE,1806,31,31600,38.90304,-77.019027,4,14,81,31611,38.9003,-76.9882,7,20,2687.953991
5th & K St NW,New York Ave & 15th St NW,1787,31,31600,38.90304,-77.019027,4,14,83,31222,38.8991,-77.0337,7,7,1344.695787
5th & K St NW,14th St & New York Ave NW,1758,31,31600,38.90304,-77.019027,4,14,69,31216,38.899632,-77.031686,12,11,1160.440318
5th & K St NW,19th St & Pennsylvania Ave NW,1749,31,31600,38.90304,-77.019027,4,14,14,31100,38.9003,-77.0429,7,7,2090.527144
5th & K St NW,12th & L St NW,1715,31,31600,38.90304,-77.019027,4,14,186,31251,38.903819,-77.0284,3,16,816.5953367
5th & K St NW,7th & R St NW / Shaw Library,1666,31,31600,38.90304,-77.019027,4,14,145,31245,38.912719,-77.022155,3,12,1111.009561
5th & K St NW,11th & M St NW,1654,31,31600,38.90304,-77.019027,4,14,115,31266,38.905607,-77.027137,3,16,758.447113
5th & K St NW,18th St & Pennsylvania Ave NW,1651,31,31600,38.90304,-77.019027,4,14,141,31242,38.89968,-77.041539,15,12,1985.802354
5th & K St NW,10th & E St NW,1569,31,31600,38.90304,-77.019027,4,14,199,31256,38.895914,-77.026064,9,5,1000.466467
5th & K St NW,6th & H St NE,1543,31,31600,38.90304,-77.019027,4,14,95,31615,38.899972,-76.998347,10,13,1823.808307
5th & K St NW,Thomas Circle,1540,31,31600,38.90304,-77.019027,4,14,137,31241,38.9059,-77.0325,6,27,1209.785499
5th & K St NW,21st & I St NW,1511,31,31600,38.90304,-77.019027,4,14,27,31205,38.9008,-77.047,30,2,2436.132296
5th & K St NW,14th & G St NW,1510,31,31600,38.90304,-77.019027,4,14,117,31238,38.898069,-77.031823,9,11,1238.996479
5th & K St NW,10th & U St NW,1497,31,31600,38.90304,-77.019027,4,14,43,31111,38.9172,-77.0259,2,12,1684.966036
5th & K St NW,17th & Corcoran St NW,1475,31,31600,38.90304,-77.019027,4,14,59,31214,38.9121,-77.0387,5,13,1980.239748
5th & K St NW,14th & V St NW,1467,31,31600,38.90304,-77.019027,4,14,15,31101,38.9176,-77.0321,4,22,1977.208492
5th & K St NW,11th & Kenyon St NW,1450,31,31600,38.90304,-77.019027,4,14,16,31102,38.929464,-77.027822,2,25,3038.544039
5th & K St NW,11th & F St NW,1371,31,31600,38.90304,-77.019027,4,14,125,31262,38.897857,-77.026975,9,6,898.3360528
5th & K St NW,6th St & Indiana Ave NW,1285,31,31600,38.90304,-77.019027,4,14,171,31264,38.894573,-77.01994,7,12,945.8552381
5th & K St NW,USDA / 12th & Independence Ave SW,1285,31,31600,38.90304,-77.019027,4,14,71,31217,38.887237,-77.028226,15,22,1931.301565
5th & K St NW,Smithsonian / Jefferson Dr & 12th St SW,1248,31,31600,38.90304,-77.019027,4,14,169,31248,38.888767,-77.02858,8,14,1791.509151
5th & K St NW,Eckington Pl & Q St NE,1223,31,31600,38.90304,-77.019027,4,14,94,31505,38.910972,-77.00495,0,11,1505.540733
5th & K St NW,10th St & Constitution Ave NW,1206,31,31600,38.90304,-77.019027,4,14,76,31219,38.893028,-77.026013,12,19,1268.263926
5th & K St NW,M St & Delaware Ave NE,1185,31,31600,38.90304,-77.019027,4,14,210,31627,38.905707,-77.003041,12,9,1416.306721
5th & K St NW,17th & K St NW,1176,31,31600,38.90304,-77.019027,4,14,54,31213,38.90276,-77.03863,9,13,1698.495727
5th & K St NW,18th & M St NW,1125,31,31600,38.90304,-77.019027,4,14,79,31221,38.904742,-77.041606,9,8,1965.148359
5th & K St NW,17th & K St NW / Farragut Square,1125,31,31600,38.90304,-77.019027,4,14,106,31233,38.902061,-77.038322,16,18,1675.084825
5th & K St NW,8th & D St NW,1077,31,31600,38.90304,-77.019027,4,14,248,31270,38.894851,-77.02324,11,4,981.9500147
5th & K St NW,21st & M St NW,1071,31,31600,38.90304,-77.019027,4,14,53,31212,38.90534,-77.046774,14,5,2417.279169
5th & K St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,1046,31,31600,38.90304,-77.019027,4,14,78,31613,38.884,-76.995397,7,7,2946.858855
5th & K St NW,19th St & Constitution Ave NW,1042,31,31600,38.90304,-77.019027,4,14,109,31235,38.8923,-77.0436,24,11,2441.655766
5th & K St NW,17th & G St NW,997,31,31600,38.90304,-77.019027,4,14,349,31277,38.89841,-77.039624,6,22,1857.32056
5th & K St NW,New Jersey Ave & N St NW/Dunbar HS,988,31,31600,38.90304,-77.019027,4,14,302,31636,38.90706,-77.015231,3,15,555.3327768
5th & K St NW,15th & K St NW,939,31,31600,38.90304,-77.019027,4,14,193,31254,38.902,-77.03353,21,6,1261.725648
5th & K St NW,4th & East Capitol St NE,934,31,31600,38.90304,-77.019027,4,14,98,31618,38.889955,-77.000349,2,8,2177.239932
5th & K St NW,11th & H St NE,927,31,31600,38.90304,-77.019027,4,14,111,31614,38.899983,-76.991383,2,16,2418.906537
5th & K St NW,4th & D St NW / Judiciary Square,925,31,31600,38.90304,-77.019027,4,14,108,31621,38.895344,-77.016106,4,9,893.3081607
5th & K St NW,L'Enfant Plaza / 7th & C St SW,898,31,31600,38.90304,-77.019027,4,14,75,31218,38.886266,-77.022241,15,0,1887.922073
5th & K St NW,4th & M St SW,867,31,31600,38.90304,-77.019027,4,14,22,31108,38.8767,-77.0178,5,16,2934.082142
5th & K St NW,North Capitol St & G Pl NE,856,31,31600,38.90304,-77.019027,4,14,310,31637,38.899703,-77.008911,14,5,951.8480516
5th & K St NW,19th & L St NW,855,31,31600,38.90304,-77.019027,4,14,86,31224,38.903407,-77.043648,10,4,2133.301018
5th & K St NW,14th & D St NW / Ronald Reagan Building,788,31,31600,38.90304,-77.019027,4,14,104,31231,38.894514,-77.031617,8,17,1445.861405
5th & K St NW,20th St & Florida Ave NW,769,31,31600,38.90304,-77.019027,4,14,46,31110,38.9154,-77.0446,2,11,2607.721292
5th & K St NW,17th & Rhode Island Ave NW,760,31,31600,38.90304,-77.019027,4,14,136,31239,38.906602,-77.038785,4,18,1756.921192
5th & K St NW,Georgetown Harbor / 30th St NW,759,31,31600,38.90304,-77.019027,4,14,72,31215,38.9022212,-77.059219,6,13,3483.042713
5th & K St NW,US Dept of State / Virginia Ave & 21st St NW,700,31,31600,38.90304,-77.019027,4,14,74,31220,38.894919,-77.046587,0,15,2553.070508
5th & K St NW,3rd & Elm St NW,695,31,31600,38.90304,-77.019027,4,14,249,31118,38.917622,-77.01597,2,13,1644.71729
5th & K St NW,17th St & Massachusetts Ave NW,672,31,31600,38.90304,-77.019027,4,14,229,31267,38.908142,-77.038359,0,17,1768.357249
5th & K St NW,1st & H St NW,665,31,31600,38.90304,-77.019027,4,14,319,31638,38.900358,-77.012108,4,11,669.6433805
5th & K St NW,Eastern Market / 7th & North Carolina Ave SE,648,31,31600,38.90304,-77.019027,4,14,68,31610,38.886952,-76.996806,6,7,2629.416163
5th & K St NW,25th St & Pennsylvania Ave NW,645,31,31600,38.90304,-77.019027,4,14,112,31237,38.903827,-77.053485,8,7,2986.362611
5th & K St NW,3rd & H St NW,641,31,31600,38.90304,-77.019027,4,14,55,31604,38.899408,-77.015289,0,14,518.0105989
5th & K St NW,Lincoln Park / 13th & East Capitol St NE,640,31,31600,38.90304,-77.019027,4,14,99,31619,38.890461,-76.988355,1,23,3003.715386
5th & K St NW,4th & E St SW,621,31,31600,38.90304,-77.019027,4,14,143,31244,38.88412,-77.017445,7,12,2110.620128
5th & K St NW,Maryland & Independence Ave SW,618,31,31600,38.90304,-77.019027,4,14,142,31243,38.887299,-77.018939,23,13,1752.296691
5th & K St NW,Gallaudet / 8th St & Florida Ave NE,586,31,31600,38.90304,-77.019027,4,14,183,31508,38.90509,-76.9941,6,13,2171.417766
5th & K St NW,Jefferson Dr & 14th St SW,566,31,31600,38.90304,-77.019027,4,14,168,31247,38.888553,-77.032429,18,4,1987.204925
5th & K St NW,10th & K St NW,552,31,31600,38.90304,-77.019027,4,14,159,31263,38.9024,-77.02622,15,8,627.1914067
5th & K St NW,Adams Mill & Columbia Rd NW,548,31,31600,38.90304,-77.019027,4,14,18,31104,38.922925,-77.042581,1,14,3010.376941
5th & K St NW,13th & D St NE,548,31,31600,38.90304,-77.019027,4,14,101,31622,38.894832,-76.987633,5,26,2869.193419
5th & K St NW,Bladensburg Rd & Benning Rd NE,537,31,31600,38.90304,-77.019027,4,14,97,31617,38.900413,-76.982872,9,6,3145.784874
5th & K St NW,8th & O St NW,532,31,31600,38.90304,-77.019027,4,14,370,31281,38.90864,-77.02277,6,13,702.6717295
5th & K St NW,3rd & D St SE,527,31,31600,38.90304,-77.019027,4,14,56,31605,38.8851,-77.0023,5,6,2467.508227
5th & K St NW,20th & E St NW,524,31,31600,38.90304,-77.019027,4,14,26,31204,38.8963,-77.045,7,8,2371.939292
5th & K St NW,12th & U St NW,521,31,31600,38.90304,-77.019027,4,14,242,31268,38.916787,-77.028139,1,30,1721.869047
5th & K St NW,D St & Maryland Ave NE,520,31,31600,38.90304,-77.019027,4,14,89,31612,38.894758,-76.997114,5,16,2110.457985
17th & K St NW,17th & Corcoran St NW,5387,54,31213,38.90276,-77.03863,9,13,59,31214,38.9121,-77.0387,5,13,1039.741726
17th & K St NW,15th & P St NW,4535,54,31213,38.90276,-77.03863,9,13,23,31201,38.90985,-77.034438,10,8,868.7873498
17th & K St NW,20th & E St NW,3927,54,31213,38.90276,-77.03863,9,13,26,31204,38.8963,-77.045,7,8,906.4703676
17th & K St NW,14th & V St NW,3193,54,31213,38.90276,-77.03863,9,13,15,31101,38.9176,-77.0321,4,22,1746.13478
17th & K St NW,14th & Rhode Island Ave NW,3025,54,31213,38.90276,-77.03863,9,13,25,31203,38.9086,-77.0323,14,8,850.4834115
17th & K St NW,Massachusetts Ave & Dupont Circle NW,2948,54,31213,38.90276,-77.03863,9,13,51,31200,38.9101,-77.0444,8,34,957.8407012
17th & K St NW,US Dept of State / Virginia Ave & 21st St NW,2896,54,31213,38.90276,-77.03863,9,13,74,31220,38.894919,-77.046587,0,15,1112.244679
17th & K St NW,Thomas Circle,2685,54,31213,38.90276,-77.03863,9,13,137,31241,38.9059,-77.0325,6,27,635.7477428
17th & K St NW,19th St & Constitution Ave NW,2656,54,31213,38.90276,-77.03863,9,13,109,31235,38.8923,-77.0436,24,11,1241.464623
17th & K St NW,19th & E Street NW,2628,54,31213,38.90276,-77.03863,9,13,41,31206,38.8952,-77.0436,3,8,945.3275545
17th & K St NW,25th St & Pennsylvania Ave NW,2533,54,31213,38.90276,-77.03863,9,13,112,31237,38.903827,-77.053485,8,7,1292.352804
17th & K St NW,21st & M St NW,2423,54,31213,38.90276,-77.03863,9,13,53,31212,38.90534,-77.046774,14,5,761.7232191
17th & K St NW,21st & I St NW,2384,54,31213,38.90276,-77.03863,9,13,27,31205,38.9008,-77.047,30,2,757.2205323
17th & K St NW,Georgetown Harbor / 30th St NW,2245,54,31213,38.90276,-77.03863,9,13,72,31215,38.9022212,-77.059219,6,13,1784.64544
17th & K St NW,17th St & Massachusetts Ave NW,2069,54,31213,38.90276,-77.03863,9,13,229,31267,38.908142,-77.038359,0,17,599.5812618
17th & K St NW,20th St & Florida Ave NW,2030,54,31213,38.90276,-77.03863,9,13,46,31110,38.9154,-77.0446,2,11,1499.099669
17th & K St NW,5th & K St NW,1995,54,31213,38.90276,-77.03863,9,13,31,31600,38.90304,-77.019027,4,14,1698.495727
17th & K St NW,8th & H St NW,1966,54,31213,38.90276,-77.03863,9,13,92,31228,38.8997,-77.023086,31,2,1389.025573
17th & K St NW,Convention Center / 7th & M St NW,1953,54,31213,38.90276,-77.03863,9,13,84,31223,38.905737,-77.02227,1,18,1455.471707
17th & K St NW,M St & Pennsylvania Ave NW,1929,54,31213,38.90276,-77.03863,9,13,153,31246,38.905126,-77.056887,13,6,1603.362969
17th & K St NW,New Hampshire Ave & T St NW,1817,54,31213,38.90276,-77.03863,9,13,102,31229,38.91554,-77.03818,0,23,1423.197008
17th & K St NW,Columbus Circle / Union Station,1663,54,31213,38.90276,-77.03863,9,13,113,31623,38.89696,-77.00493,36,7,2990.099196
17th & K St NW,14th & R St NW,1609,54,31213,38.90276,-77.03863,9,13,24,31202,38.912682,-77.031681,3,12,1257.892086
17th & K St NW,5th St & Massachusetts Ave NW,1510,54,31213,38.90276,-77.03863,9,13,207,31265,38.90093,-77.018677,6,13,1740.518669
17th & K St NW,Metro Center / 12th & G St NW,1472,54,31213,38.90276,-77.03863,9,13,103,31230,38.898364,-77.027869,30,0,1052.889845
17th & K St NW,C & O Canal & Wisconsin Ave NW,1467,54,31213,38.90276,-77.03863,9,13,87,31225,38.90375,-77.06269,8,15,2087.221107
17th & K St NW,17th & Rhode Island Ave NW,1435,54,31213,38.90276,-77.03863,9,13,136,31239,38.906602,-77.038785,4,18,427.9002074
17th & K St NW,New York Ave & 15th St NW,1422,54,31213,38.90276,-77.03863,9,13,83,31222,38.8991,-77.0337,7,7,590.2639598
17th & K St NW,12th & L St NW,1396,54,31213,38.90276,-77.03863,9,13,186,31251,38.903819,-77.0284,3,16,894.0274388
17th & K St NW,13th St & New York Ave NW,1374,54,31213,38.90276,-77.03863,9,13,91,31227,38.900283,-77.029822,13,9,811.3451988
17th & K St NW,16th & K St NW,1365,54,31213,38.90276,-77.03863,9,13,419,31291,38.90268,-77.035737,21,2,250.7796683
17th & K St NW,Adams Mill & Columbia Rd NW,1302,54,31213,38.90276,-77.03863,9,13,18,31104,38.922925,-77.042581,1,14,2270.695065
17th & K St NW,10th St & Constitution Ave NW,1276,54,31213,38.90276,-77.03863,9,13,76,31219,38.893028,-77.026013,12,19,1538.998081
