StartStation,EndStation,Ridership,start_id,start_terminalName,start_lat,start_long,start_nbBikes,start_nbEmptyDocks,end_id,end_terminalName,end_lat,end_long,end_nbBikes,end_nbEmptyDocks,distance_hav
10th & Florida Ave NW,11th & Kenyon St NW,815,274,31120,38.920387,-77.025672,5,14,16,31102,38.929464,-77.027822,2,25,1027.459227
10th & Florida Ave NW,Massachusetts Ave & Dupont Circle NW,779,274,31120,38.920387,-77.025672,5,14,51,31200,38.9101,-77.0444,8,34,1985.610109
10th & Florida Ave NW,New Hampshire Ave & T St NW,659,274,31120,38.920387,-77.025672,5,14,102,31229,38.91554,-77.03818,0,23,1210.270621
10th & Florida Ave NW,Thomas Circle,519,274,31120,38.920387,-77.025672,5,14,137,31241,38.9059,-77.0325,6,27,1717.712967
4th & W St NE,Columbus Circle / Union Station,851,42,31500,38.919077,-77.000648,5,9,113,31623,38.89696,-77.00493,36,7,2489.837334
4th & W St NE,1st & M St NE,721,42,31500,38.919077,-77.000648,5,9,52,31603,38.9057,-77.0056,6,6,1549.666407
4th & W St NE,North Capitol St & G Pl NE,508,42,31500,38.919077,-77.000648,5,9,310,31637,38.899703,-77.008911,14,5,2272.373715
18th St & Wyoming Ave NW,Massachusetts Ave & Dupont Circle NW,4314,214,31114,38.918809,-77.041571,0,23,51,31200,38.9101,-77.0444,8,34,999.9686141
18th St & Wyoming Ave NW,14th & V St NW,2543,214,31114,38.918809,-77.041571,0,23,15,31101,38.9176,-77.0321,4,22,831.2640391
18th St & Wyoming Ave NW,15th & P St NW,2092,214,31114,38.918809,-77.041571,0,23,23,31201,38.90985,-77.034438,10,8,1173.178348
18th St & Wyoming Ave NW,Calvert St & Woodley Pl NW,2073,214,31114,38.918809,-77.041571,0,23,301,31121,38.923583,-77.050046,1,18,906.1925048
18th St & Wyoming Ave NW,17th & Corcoran St NW,2036,214,31114,38.918809,-77.041571,0,23,59,31214,38.9121,-77.0387,5,13,787.1536936
18th St & Wyoming Ave NW,Adams Mill & Columbia Rd NW,1657,214,31114,38.918809,-77.041571,0,23,18,31104,38.922925,-77.042581,1,14,466.4662459
18th St & Wyoming Ave NW,12th & U St NW,1460,214,31114,38.918809,-77.041571,0,23,242,31268,38.916787,-77.028139,1,30,1184.946061
18th St & Wyoming Ave NW,17th & Rhode Island Ave NW,1225,214,31114,38.918809,-77.041571,0,23,136,31239,38.906602,-77.038785,4,18,1380.138106
18th St & Wyoming Ave NW,New Hampshire Ave & T St NW,1183,214,31114,38.918809,-77.041571,0,23,102,31229,38.91554,-77.03818,0,23,467.6403376
18th St & Wyoming Ave NW,20th St & Florida Ave NW,1124,214,31114,38.918809,-77.041571,0,23,46,31110,38.9154,-77.0446,2,11,461.3445545
18th St & Wyoming Ave NW,17th St & Massachusetts Ave NW,1095,214,31114,38.918809,-77.041571,0,23,229,31267,38.908142,-77.038359,0,17,1219.601945
18th St & Wyoming Ave NW,Thomas Circle,1039,214,31114,38.918809,-77.041571,0,23,137,31241,38.9059,-77.0325,6,27,1637.799454
18th St & Wyoming Ave NW,18th & M St NW,1021,214,31114,38.918809,-77.041571,0,23,79,31221,38.904742,-77.041606,9,8,1565.934212
18th St & Wyoming Ave NW,14th & R St NW,961,214,31114,38.918809,-77.041571,0,23,24,31202,38.912682,-77.031681,3,12,1094.984174
18th St & Wyoming Ave NW,21st & M St NW,949,214,31114,38.918809,-77.041571,0,23,53,31212,38.90534,-77.046774,14,5,1565.630173
18th St & Wyoming Ave NW,Lamont & Mt Pleasant NW,911,214,31114,38.918809,-77.041571,0,23,21,31107,38.9319,-77.0388,4,15,1476.910142
18th St & Wyoming Ave NW,17th & K St NW,906,214,31114,38.918809,-77.041571,0,23,54,31213,38.90276,-77.03863,9,13,1804.637875
18th St & Wyoming Ave NW,16th & Harvard St NW,900,214,31114,38.918809,-77.041571,0,23,17,31103,38.926088,-77.036536,1,31,920.1780855
18th St & Wyoming Ave NW,10th & U St NW,843,214,31114,38.918809,-77.041571,0,23,43,31111,38.9172,-77.0259,2,12,1369.058518
18th St & Wyoming Ave NW,14th & Rhode Island Ave NW,819,214,31114,38.918809,-77.041571,0,23,25,31203,38.9086,-77.0323,14,8,1391.543243
18th St & Wyoming Ave NW,M St & Pennsylvania Ave NW,817,214,31114,38.918809,-77.041571,0,23,153,31246,38.905126,-77.056887,13,6,2019.928255
18th St & Wyoming Ave NW,24th & N St NW,795,214,31114,38.918809,-77.041571,0,23,198,31255,38.9066,-77.05152,6,9,1609.282034
18th St & Wyoming Ave NW,20th & O St NW / Dupont South,774,214,31114,38.918809,-77.041571,0,23,107,31234,38.908905,-77.04478,3,15,1137.005856
18th St & Wyoming Ave NW,18th & R St NW,749,214,31114,38.918809,-77.041571,0,23,351,31278,38.912648,-77.041834,6,10,686.2175814
18th St & Wyoming Ave NW,7th & T St NW,712,214,31114,38.918809,-77.041571,0,23,47,31109,38.9155,-77.0222,5,10,1717.735067
18th St & Wyoming Ave NW,19th & K St NW,711,214,31114,38.918809,-77.041571,0,23,188,31253,38.902204,-77.04337,21,2,1855.017023
18th St & Wyoming Ave NW,Park Rd & Holmead Pl NW,696,214,31114,38.918809,-77.041571,0,23,33,31602,38.9308,-77.0315,8,10,1594.515193
18th St & Wyoming Ave NW,14th & Harvard St NW,662,214,31114,38.918809,-77.041571,0,23,19,31105,38.9268,-77.0322,2,17,1204.148376
18th St & Wyoming Ave NW,7th & R St NW / Shaw Library,598,214,31114,38.918809,-77.041571,0,23,145,31245,38.912719,-77.022155,3,12,1813.209527
18th St & Wyoming Ave NW,21st & I St NW,586,214,31114,38.918809,-77.041571,0,23,27,31205,38.9008,-77.047,30,2,2059.171286
18th St & Wyoming Ave NW,19th & L St NW,585,214,31114,38.918809,-77.041571,0,23,86,31224,38.903407,-77.043648,10,4,1723.956083
18th St & Wyoming Ave NW,8th & H St NW,569,214,31114,38.918809,-77.041571,0,23,92,31228,38.8997,-77.023086,31,2,2662.495723
18th St & Wyoming Ave NW,14th & D St NW / Ronald Reagan Building,551,214,31114,38.918809,-77.041571,0,23,104,31231,38.894514,-77.031617,8,17,2838.638447
18th St & Wyoming Ave NW,New York Ave & 15th St NW,549,214,31114,38.918809,-77.041571,0,23,83,31222,38.8991,-77.0337,7,7,2297.49406
18th St & Wyoming Ave NW,11th & Kenyon St NW,547,214,31114,38.918809,-77.041571,0,23,16,31102,38.929464,-77.027822,2,25,1680.675756
18th St & Wyoming Ave NW,14th & Belmont St NW,533,214,31114,38.918809,-77.041571,0,23,272,31119,38.921074,-77.031887,1,13,875.8039453
18th St & Wyoming Ave NW,22nd & I St NW / Foggy Bottom,519,214,31114,38.918809,-77.041571,0,23,200,31257,38.90088,-77.048911,14,0,2094.672024
18th St & Wyoming Ave NW,15th & Euclid St  NW,506,214,31114,38.918809,-77.041571,0,23,230,31117,38.92333,-77.0352,1,14,746.8241211
3rd & Elm St NW,7th & T St NW,3147,249,31118,38.917622,-77.01597,2,13,47,31109,38.9155,-77.0222,5,10,589.0414041
3rd & Elm St NW,14th & V St NW,1108,249,31118,38.917622,-77.01597,2,13,15,31101,38.9176,-77.0321,4,22,1397.055969
3rd & Elm St NW,7th & R St NW / Shaw Library,1090,249,31118,38.917622,-77.01597,2,13,145,31245,38.912719,-77.022155,3,12,764.7791124
3rd & Elm St NW,14th & R St NW,1064,249,31118,38.917622,-77.01597,2,13,24,31202,38.912682,-77.031681,3,12,1467.724531
3rd & Elm St NW,Massachusetts Ave & Dupont Circle NW,1043,249,31118,38.917622,-77.01597,2,13,51,31200,38.9101,-77.0444,8,34,2600.984146
3rd & Elm St NW,17th & Rhode Island Ave NW,696,249,31118,38.917622,-77.01597,2,13,136,31239,38.906602,-77.038785,4,18,2326.004152
3rd & Elm St NW,Metro Center / 12th & G St NW,634,249,31118,38.917622,-77.01597,2,13,103,31230,38.898364,-77.027869,30,0,2378.709443
3rd & Elm St NW,15th & P St NW,586,249,31118,38.917622,-77.01597,2,13,23,31201,38.90985,-77.034438,10,8,1818.619573
3rd & Elm St NW,Convention Center / 7th & M St NW,542,249,31118,38.917622,-77.01597,2,13,84,31223,38.905737,-77.02227,1,18,1431.15507
14th & V St NW,Massachusetts Ave & Dupont Circle NW,15109,15,31101,38.9176,-77.0321,4,22,51,31200,38.9101,-77.0444,8,34,1353.550332
14th & V St NW,15th & P St NW,10549,15,31101,38.9176,-77.0321,4,22,23,31201,38.90985,-77.034438,10,8,886.1752953
14th & V St NW,14th & Rhode Island Ave NW,7521,15,31101,38.9176,-77.0321,4,22,25,31203,38.9086,-77.0323,14,8,1002.025177
14th & V St NW,California St & Florida Ave NW,7061,15,31101,38.9176,-77.0321,4,22,149,31116,38.917761,-77.04062,3,16,738.1523246
14th & V St NW,17th & Corcoran St NW,6485,15,31101,38.9176,-77.0321,4,22,59,31214,38.9121,-77.0387,5,13,837.6495324
14th & V St NW,20th St & Florida Ave NW,5476,15,31101,38.9176,-77.0321,4,22,46,31110,38.9154,-77.0446,2,11,1110.022046
14th & V St NW,Thomas Circle,4966,15,31101,38.9176,-77.0321,4,22,137,31241,38.9059,-77.0325,6,27,1302.898814
14th & V St NW,14th & Harvard St NW,4575,15,31101,38.9176,-77.0321,4,22,19,31105,38.9268,-77.0322,2,17,1024.175934
14th & V St NW,14th & R St NW,4230,15,31101,38.9176,-77.0321,4,22,24,31202,38.912682,-77.031681,3,12,548.6708276
14th & V St NW,7th & T St NW,3700,15,31101,38.9176,-77.0321,4,22,47,31109,38.9155,-77.0222,5,10,888.7681416
14th & V St NW,21st & M St NW,3599,15,31101,38.9176,-77.0321,4,22,53,31212,38.90534,-77.046774,14,5,1864.993516
14th & V St NW,Park Rd & Holmead Pl NW,3575,15,31101,38.9176,-77.0321,4,22,33,31602,38.9308,-77.0315,8,10,1470.335756
14th & V St NW,17th & K St NW,3390,15,31101,38.9176,-77.0321,4,22,54,31213,38.90276,-77.03863,9,13,1746.13478
14th & V St NW,11th & Kenyon St NW,3369,15,31101,38.9176,-77.0321,4,22,16,31102,38.929464,-77.027822,2,25,1371.678151
14th & V St NW,Adams Mill & Columbia Rd NW,3276,15,31101,38.9176,-77.0321,4,22,18,31104,38.922925,-77.042581,1,14,1084.154056
14th & V St NW,10th & U St NW,2924,15,31101,38.9176,-77.0321,4,22,43,31111,38.9172,-77.0259,2,12,538.8398275
14th & V St NW,14th St & New York Ave NW,2871,15,31101,38.9176,-77.0321,4,22,69,31216,38.899632,-77.031686,12,11,2000.510075
14th & V St NW,18th & M St NW,2571,15,31101,38.9176,-77.0321,4,22,79,31221,38.904742,-77.041606,9,8,1651.28888
14th & V St NW,17th & Rhode Island Ave NW,2567,15,31101,38.9176,-77.0321,4,22,136,31239,38.906602,-77.038785,4,18,1354.321184
14th & V St NW,16th & Harvard St NW,2371,15,31101,38.9176,-77.0321,4,22,17,31103,38.926088,-77.036536,1,31,1019.999381
14th & V St NW,8th & H St NW,2363,15,31101,38.9176,-77.0321,4,22,92,31228,38.8997,-77.023086,31,2,2140.14264
14th & V St NW,19th & L St NW,2342,15,31101,38.9176,-77.0321,4,22,86,31224,38.903407,-77.043648,10,4,1869.989361
14th & V St NW,New York Ave & 15th St NW,2295,15,31101,38.9176,-77.0321,4,22,83,31222,38.8991,-77.0337,7,7,2064.069089
14th & V St NW,18th St & Wyoming Ave NW,2252,15,31101,38.9176,-77.0321,4,22,214,31114,38.918809,-77.041571,0,23,831.2640391
14th & V St NW,Georgia & New Hampshire Ave NW,2248,15,31101,38.9176,-77.0321,4,22,28,31400,38.936043,-77.024649,3,12,2152.078555
14th & V St NW,Calvert St & Woodley Pl NW,2164,15,31101,38.9176,-77.0321,4,22,301,31121,38.923583,-77.050046,1,18,1690.965138
14th & V St NW,Lamont & Mt Pleasant NW,2123,15,31101,38.9176,-77.0321,4,22,21,31107,38.9319,-77.0388,4,15,1694.322254
14th & V St NW,Florida Ave & R St NW,2112,15,31101,38.9176,-77.0321,4,22,61,31503,38.9126,-77.0135,6,8,1704.482226
14th & V St NW,Convention Center / 7th & M St NW,2041,15,31101,38.9176,-77.0321,4,22,84,31223,38.905737,-77.02227,1,18,1571.285651
14th & V St NW,New Hampshire Ave & T St NW,2033,15,31101,38.9176,-77.0321,4,22,102,31229,38.91554,-77.03818,0,23,574.373067
14th & V St NW,21st & I St NW,2028,15,31101,38.9176,-77.0321,4,22,27,31205,38.9008,-77.047,30,2,2272.303939
14th & V St NW,25th St & Pennsylvania Ave NW,1888,15,31101,38.9176,-77.0321,4,22,112,31237,38.903827,-77.053485,8,7,2404.58447
14th & V St NW,14th & G St NW,1820,15,31101,38.9176,-77.0321,4,22,117,31238,38.898069,-77.031823,9,11,2174.313378
14th & V St NW,1st & Rhode Island Ave NW,1735,15,31101,38.9176,-77.0321,4,22,147,31506,38.915417,-77.012289,4,11,1733.022241
14th & V St NW,14th & D St NW / Ronald Reagan Building,1701,15,31101,38.9176,-77.0321,4,22,104,31231,38.894514,-77.031617,8,17,2570.262341
14th & V St NW,7th & R St NW / Shaw Library,1697,15,31101,38.9176,-77.0321,4,22,145,31245,38.912719,-77.022155,3,12,1018.439053
14th & V St NW,Metro Center / 12th & G St NW,1626,15,31101,38.9176,-77.0321,4,22,103,31230,38.898364,-77.027869,30,0,2172.480333
14th & V St NW,15th & K St NW,1611,15,31101,38.9176,-77.0321,4,22,193,31254,38.902,-77.03353,21,6,1740.996184
14th & V St NW,11th & M St NW,1608,15,31101,38.9176,-77.0321,4,22,115,31266,38.905607,-77.027137,3,16,1402.561384
14th & V St NW,20th & O St NW / Dupont South,1602,15,31101,38.9176,-77.0321,4,22,107,31234,38.908905,-77.04478,3,15,1463.953001
14th & V St NW,5th & K St NW,1575,15,31101,38.9176,-77.0321,4,22,31,31600,38.90304,-77.019027,4,14,1977.208492
14th & V St NW,1st & M St NE,1553,15,31101,38.9176,-77.0321,4,22,52,31603,38.9057,-77.0056,6,6,2650.238274
14th & V St NW,C & O Canal & Wisconsin Ave NW,1497,15,31101,38.9176,-77.0321,4,22,87,31225,38.90375,-77.06269,8,15,3065.633503
14th & V St NW,13th St & New York Ave NW,1465,15,31101,38.9176,-77.0321,4,22,91,31227,38.900283,-77.029822,13,9,1937.792742
14th & V St NW,24th & N St NW,1435,15,31101,38.9176,-77.0321,4,22,198,31255,38.9066,-77.05152,6,9,2080.630918
14th & V St NW,Columbia Rd & Belmont St NW,1415,15,31101,38.9176,-77.0321,4,22,135,31113,38.920669,-77.04368,5,14,1059.537799
14th & V St NW,M St & Pennsylvania Ave NW,1410,15,31101,38.9176,-77.0321,4,22,153,31246,38.905126,-77.056887,13,6,2556.952585
14th & V St NW,7th & F St NW / National Portrait Gallery,1375,15,31101,38.9176,-77.0321,4,22,105,31232,38.897351,-77.022465,21,3,2403.665326
14th & V St NW,17th & K St NW / Farragut Square,1371,15,31101,38.9176,-77.0321,4,22,106,31233,38.902061,-77.038322,16,18,1811.812205
14th & V St NW,3rd & Elm St NW,1345,15,31101,38.9176,-77.0321,4,22,249,31118,38.917622,-77.01597,2,13,1397.055969
14th & V St NW,17th St & Massachusetts Ave NW,1324,15,31101,38.9176,-77.0321,4,22,229,31267,38.908142,-77.038359,0,17,1184.242858
14th & V St NW,16th & K St NW,1308,15,31101,38.9176,-77.0321,4,22,419,31291,38.90268,-77.035737,21,2,1690.501738
14th & V St NW,19th St & Pennsylvania Ave NW,1267,15,31101,38.9176,-77.0321,4,22,14,31100,38.9003,-77.0429,7,7,2141.031967
14th & V St NW,14th & Belmont St NW,1249,15,31101,38.9176,-77.0321,4,22,272,31119,38.921074,-77.031887,1,13,387.1636731
14th & V St NW,5th St & Massachusetts Ave NW,1222,15,31101,38.9176,-77.0321,4,22,207,31265,38.90093,-77.018677,6,13,2189.874833
14th & V St NW,14th St & Spring Rd NW,1214,15,31101,38.9176,-77.0321,4,22,29,31401,38.9375,-77.0328,1,10,2216.087138
14th & V St NW,Georgetown Harbor / 30th St NW,1125,15,31101,38.9176,-77.0321,4,22,72,31215,38.9022212,-77.059219,6,13,2906.721346
14th & V St NW,22nd & I St NW / Foggy Bottom,1115,15,31101,38.9176,-77.0321,4,22,200,31257,38.90088,-77.048911,14,0,2363.226346
14th & V St NW,37th & O St NW / Georgetown University,1014,15,31101,38.9176,-77.0321,4,22,110,31236,38.90774,-77.071652,5,17,3597.455852
14th & V St NW,North Capitol St & F St NW,986,15,31101,38.9176,-77.0321,4,22,114,31624,38.897446,-77.009888,18,5,2955.606539
14th & V St NW,Georgia Ave and Fairmont St NW,974,15,31101,38.9176,-77.0321,4,22,44,31207,38.9249,-77.0222,3,7,1181.327132
14th & V St NW,20th & E St NW,912,15,31101,38.9176,-77.0321,4,22,26,31204,38.8963,-77.045,7,8,2621.233755
14th & V St NW,Columbia Rd & Georgia Ave NW,909,15,31101,38.9176,-77.0321,4,22,148,31115,38.928156,-77.02344,6,12,1394.03776
14th & V St NW,US Dept of State / Virginia Ave & 21st St NW,894,15,31101,38.9176,-77.0321,4,22,74,31220,38.894919,-77.046587,0,15,2819.522143
14th & V St NW,12th & L St NW,891,15,31101,38.9176,-77.0321,4,22,186,31251,38.903819,-77.0284,3,16,1567.214676
14th & V St NW,10th St & Constitution Ave NW,889,15,31101,38.9176,-77.0321,4,22,76,31219,38.893028,-77.026013,12,19,2785.703401
14th & V St NW,18th & R St NW,839,15,31101,38.9176,-77.0321,4,22,351,31278,38.912648,-77.041834,6,10,1007.33269
14th & V St NW,Jefferson Dr & 14th St SW,790,15,31101,38.9176,-77.0321,4,22,168,31247,38.888553,-77.032429,18,4,3233.622857
14th & V St NW,15th & Euclid St  NW,770,15,31101,38.9176,-77.0321,4,22,230,31117,38.92333,-77.0352,1,14,692.0631698
14th & V St NW,18th St & Pennsylvania Ave NW,762,15,31101,38.9176,-77.0321,4,22,141,31242,38.89968,-77.041539,15,12,2155.907047
14th & V St NW,5th & F St NW,719,15,31101,38.9176,-77.0321,4,22,82,31620,38.897222,-77.019347,24,7,2523.165355
14th & V St NW,Columbus Circle / Union Station,681,15,31101,38.9176,-77.0321,4,22,113,31623,38.89696,-77.00493,36,7,3289.15335
14th & V St NW,USDA / 12th & Independence Ave SW,671,15,31101,38.9176,-77.0321,4,22,71,31217,38.887237,-77.028226,15,22,3396.614436
14th & V St NW,20th & L St NW,640,15,31101,38.9176,-77.0321,4,22,185,31250,38.903584,-77.044789,18,1,1908.528111
14th & V St NW,19th St & Constitution Ave NW,605,15,31101,38.9176,-77.0321,4,22,109,31235,38.8923,-77.0436,24,11,2987.383926
14th & V St NW,New Jersey Ave & R St NW,601,15,31101,38.9176,-77.0321,4,22,232,31509,38.912659,-77.017669,7,7,1365.610238
14th & V St NW,L'Enfant Plaza / 7th & C St SW,564,15,31101,38.9176,-77.0321,4,22,75,31218,38.886266,-77.022241,15,0,3591.130643
14th & V St NW,17th & G St NW,563,15,31101,38.9176,-77.0321,4,22,349,31277,38.89841,-77.039624,6,22,2233.434283
14th & V St NW,Eckington Pl & Q St NE,562,15,31101,38.9176,-77.0321,4,22,94,31505,38.910972,-77.00495,0,11,2464.660057
14th & V St NW,12th & U St NW,561,15,31101,38.9176,-77.0321,4,22,242,31268,38.916787,-77.028139,1,30,354.8092852
14th & V St NW,10th & Florida Ave NW,553,15,31101,38.9176,-77.0321,4,22,274,31120,38.920387,-77.025672,5,14,637.3413311
14th & V St NW,19th & K St NW,545,15,31101,38.9176,-77.0321,4,22,188,31253,38.902204,-77.04337,21,2,1972.405144
14th & V St NW,3rd & H St NE,513,15,31101,38.9176,-77.0321,4,22,96,31616,38.900412,-77.001949,11,8,3237.627302
10th & U St NW,15th & P St NW,5849,43,31111,38.9172,-77.0259,2,12,23,31201,38.90985,-77.034438,10,8,1102.888665
10th & U St NW,Massachusetts Ave & Dupont Circle NW,5362,43,31111,38.9172,-77.0259,2,12,51,31200,38.9101,-77.0444,8,34,1786.732463
10th & U St NW,17th & Corcoran St NW,4787,43,31111,38.9172,-77.0259,2,12,59,31214,38.9121,-77.0387,5,13,1245.588889
10th & U St NW,11th & Kenyon St NW,4555,43,31111,38.9172,-77.0259,2,12,16,31102,38.929464,-77.027822,2,25,1375.332344
10th & U St NW,14th & Rhode Island Ave NW,3914,43,31111,38.9172,-77.0259,2,12,25,31203,38.9086,-77.0323,14,8,1106.265507
10th & U St NW,14th & V St NW,3704,43,31111,38.9172,-77.0259,2,12,15,31101,38.9176,-77.0321,4,22,538.8398275
10th & U St NW,California St & Florida Ave NW,3201,43,31111,38.9172,-77.0259,2,12,149,31116,38.917761,-77.04062,3,16,1276.461638
10th & U St NW,14th & R St NW,3024,43,31111,38.9172,-77.0259,2,12,24,31202,38.912682,-77.031681,3,12,709.7001175
10th & U St NW,Georgia & New Hampshire Ave NW,2612,43,31111,38.9172,-77.0259,2,12,28,31400,38.936043,-77.024649,3,12,2100.389063
10th & U St NW,20th St & Florida Ave NW,2558,43,31111,38.9172,-77.0259,2,12,46,31110,38.9154,-77.0446,2,11,1632.02438
10th & U St NW,Florida Ave & R St NW,2220,43,31111,38.9172,-77.0259,2,12,61,31503,38.9126,-77.0135,6,8,1189.856774
10th & U St NW,New Hampshire Ave & T St NW,2104,43,31111,38.9172,-77.0259,2,12,102,31229,38.91554,-77.03818,0,23,1079.548885
10th & U St NW,Thomas Circle,2060,43,31111,38.9172,-77.0259,2,12,137,31241,38.9059,-77.0325,6,27,1381.72589
10th & U St NW,Convention Center / 7th & M St NW,1966,43,31111,38.9172,-77.0259,2,12,84,31223,38.905737,-77.02227,1,18,1314.223329
10th & U St NW,Park Rd & Holmead Pl NW,1943,43,31111,38.9172,-77.0259,2,12,33,31602,38.9308,-77.0315,8,10,1589.72937
10th & U St NW,16th & K St NW,1809,43,31111,38.9172,-77.0259,2,12,419,31291,38.90268,-77.035737,21,2,1827.206485
10th & U St NW,8th & H St NW,1768,43,31111,38.9172,-77.0259,2,12,92,31228,38.8997,-77.023086,31,2,1963.282166
10th & U St NW,17th & Rhode Island Ave NW,1737,43,31111,38.9172,-77.0259,2,12,136,31239,38.906602,-77.038785,4,18,1624.036232
10th & U St NW,Adams Mill & Columbia Rd NW,1618,43,31111,38.9172,-77.0259,2,12,18,31104,38.922925,-77.042581,1,14,1579.048185
10th & U St NW,Lamont & Mt Pleasant NW,1596,43,31111,38.9172,-77.0259,2,12,21,31107,38.9319,-77.0388,4,15,1981.388681
10th & U St NW,14th & Harvard St NW,1525,43,31111,38.9172,-77.0259,2,12,19,31105,38.9268,-77.0322,2,17,1199.897313
10th & U St NW,17th & K St NW,1419,43,31111,38.9172,-77.0259,2,12,54,31213,38.90276,-77.03863,9,13,1949.31635
10th & U St NW,1st & Rhode Island Ave NW,1416,43,31111,38.9172,-77.0259,2,12,147,31506,38.915417,-77.012289,4,11,1195.491257
10th & U St NW,5th & K St NW,1378,43,31111,38.9172,-77.0259,2,12,31,31600,38.90304,-77.019027,4,14,1684.966036
10th & U St NW,1st & M St NE,1353,43,31111,38.9172,-77.0259,2,12,52,31603,38.9057,-77.0056,6,6,2175.027084
10th & U St NW,16th & Harvard St NW,1275,43,31111,38.9172,-77.0259,2,12,17,31103,38.926088,-77.036536,1,31,1351.833137
10th & U St NW,21st & M St NW,1265,43,31111,38.9172,-77.0259,2,12,53,31212,38.90534,-77.046774,14,5,2238.815659
10th & U St NW,7th & F St NW / National Portrait Gallery,1145,43,31111,38.9172,-77.0259,2,12,105,31232,38.897351,-77.022465,21,3,2229.525935
10th & U St NW,5th St & Massachusetts Ave NW,1140,43,31111,38.9172,-77.0259,2,12,207,31265,38.90093,-77.018677,6,13,1916.193862
10th & U St NW,18th & M St NW,1108,43,31111,38.9172,-77.0259,2,12,79,31221,38.904742,-77.041606,9,8,1942.706744
10th & U St NW,11th & M St NW,1070,43,31111,38.9172,-77.0259,2,12,115,31266,38.905607,-77.027137,3,16,1294.967331
10th & U St NW,21st & I St NW,993,43,31111,38.9172,-77.0259,2,12,27,31205,38.9008,-77.047,30,2,2583.32845
10th & U St NW,Metro Center / 12th & G St NW,973,43,31111,38.9172,-77.0259,2,12,103,31230,38.898364,-77.027869,30,0,2103.739613
10th & U St NW,Georgia Ave and Fairmont St NW,936,43,31111,38.9172,-77.0259,2,12,44,31207,38.9249,-77.0222,3,7,915.1017491
10th & U St NW,18th St & Wyoming Ave NW,923,43,31111,38.9172,-77.0259,2,12,214,31114,38.918809,-77.041571,0,23,1369.058518
10th & U St NW,13th St & New York Ave NW,895,43,31111,38.9172,-77.0259,2,12,91,31227,38.900283,-77.029822,13,9,1913.591258
10th & U St NW,Calvert St & Woodley Pl NW,886,43,31111,38.9172,-77.0259,2,12,301,31121,38.923583,-77.050046,1,18,2208.67181
10th & U St NW,7th & R St NW / Shaw Library,886,43,31111,38.9172,-77.0259,2,12,145,31245,38.912719,-77.022155,3,12,595.0150382
10th & U St NW,7th & T St NW,879,43,31111,38.9172,-77.0259,2,12,47,31109,38.9155,-77.0222,5,10,372.1751983
10th & U St NW,New York Ave & 15th St NW,828,43,31111,38.9172,-77.0259,2,12,83,31222,38.8991,-77.0337,7,7,2125.153049
10th & U St NW,5th & F St NW,763,43,31111,38.9172,-77.0259,2,12,82,31620,38.897222,-77.019347,24,7,2295.243344
10th & U St NW,20th & O St NW / Dupont South,736,43,31111,38.9172,-77.0259,2,12,107,31234,38.908905,-77.04478,3,15,1878.031656
10th & U St NW,25th St & Pennsylvania Ave NW,720,43,31111,38.9172,-77.0259,2,12,112,31237,38.903827,-77.053485,8,7,2815.235976
10th & U St NW,19th & L St NW,696,43,31111,38.9172,-77.0259,2,12,86,31224,38.903407,-77.043648,10,4,2172.784192
10th & U St NW,17th St & Massachusetts Ave NW,685,43,31111,38.9172,-77.0259,2,12,229,31267,38.908142,-77.038359,0,17,1476.940641
10th & U St NW,Columbia Rd & Georgia Ave NW,677,43,31111,38.9172,-77.0259,2,12,148,31115,38.928156,-77.02344,6,12,1238.085053
10th & U St NW,North Capitol St & F St NW,667,43,31111,38.9172,-77.0259,2,12,114,31624,38.897446,-77.009888,18,5,2599.901722
10th & U St NW,14th St & New York Ave NW,665,43,31111,38.9172,-77.0259,2,12,69,31216,38.899632,-77.031686,12,11,2018.864392
10th & U St NW,10th St & Constitution Ave NW,646,43,31111,38.9172,-77.0259,2,12,76,31219,38.893028,-77.026013,12,19,2690.832537
10th & U St NW,Columbus Circle / Union Station,612,43,31111,38.9172,-77.0259,2,12,113,31623,38.89696,-77.00493,36,7,2894.176184
10th & U St NW,14th & Belmont St NW,609,43,31111,38.9172,-77.0259,2,12,272,31119,38.921074,-77.031887,1,13,674.4311242
10th & U St NW,15th & K St NW,606,43,31111,38.9172,-77.0259,2,12,193,31254,38.902,-77.03353,21,6,1816.55623
10th & U St NW,3rd & Elm St NW,575,43,31111,38.9172,-77.0259,2,12,249,31118,38.917622,-77.01597,2,13,861.342967
10th & U St NW,US Dept of State / Virginia Ave & 21st St NW,575,43,31111,38.9172,-77.0259,2,12,74,31220,38.894919,-77.046587,0,15,3059.956205
10th & U St NW,14th & D St NW / Ronald Reagan Building,573,43,31111,38.9172,-77.0259,2,12,104,31231,38.894514,-77.031617,8,17,2573.495856
10th & U St NW,Columbia Rd & Belmont St NW,544,43,31111,38.9172,-77.0259,2,12,135,31113,38.920669,-77.04368,5,14,1587.616264
10th & U St NW,3rd & H St NE,541,43,31111,38.9172,-77.0259,2,12,96,31616,38.900412,-77.001949,11,8,2792.298561
10th & U St NW,Eckington Pl & Q St NE,531,43,31111,38.9172,-77.0259,2,12,94,31505,38.910972,-77.00495,0,11,1942.546648
10th & U St NW,17th & K St NW / Farragut Square,520,43,31111,38.9172,-77.0259,2,12,106,31233,38.902061,-77.038322,16,18,1999.48325
