StartStation,EndStation,Ridership
South Capitol & Atlantic St SW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,1
South Capitol & Atlantic St SW,Pleasant St & MLK Ave SE,1
South Capitol & Atlantic St SW,Prince St & Union St,1
Spring St & Second Ave,13th St & Eastern Ave,4
Spring St & Second Ave,14th & Harvard St NW,2
Spring St & Second Ave,14th & Upshur St NW,12
Spring St & Second Ave,14th St & Colorado Ave NW,19
Spring St & Second Ave,14th St & Spring Rd NW,1
Spring St & Second Ave,15th & Euclid St  NW,1
Spring St & Second Ave,15th & P St NW,2
Spring St & Second Ave,16th & Harvard St NW,2
Spring St & Second Ave,16th & Irving St NW,3
Spring St & Second Ave,17th & G St NW,6
Spring St & Second Ave,17th St & Massachusetts Ave NW,1
Spring St & Second Ave,18th & R St NW,1
Spring St & Second Ave,1st & H St NW,1
Spring St & Second Ave,1st & M St NE,6
Spring St & Second Ave,33rd & Water St NW,10
Spring St & Second Ave,47th & Elm St,36
Spring St & Second Ave,4th & D St NW / Judiciary Square,2
Spring St & Second Ave,5th & F St NW,4
Spring St & Second Ave,5th & Kennedy St NW,14
Spring St & Second Ave,6th & H St NE,2
Spring St & Second Ave,6th St & Indiana Ave NW,7
Spring St & Second Ave,Adams Mill & Columbia Rd NW,4
Spring St & Second Ave,Battery Ln & Trolley Trail,2
Spring St & Second Ave,Bethesda Ave & Arlington Rd,14
Spring St & Second Ave,Bethesda Metro,1
Spring St & Second Ave,C & O Canal & Wisconsin Ave NW,3
Spring St & Second Ave,Calvert St & Woodley Pl NW,5
Spring St & Second Ave,Carroll & Westmoreland Ave,8
Spring St & Second Ave,Columbia Rd & Belmont St NW,1
Spring St & Second Ave,Columbia Rd & Georgia Ave NW,1
Spring St & Second Ave,Connecticut Ave & Chevy Chase Lake Dr,14
Spring St & Second Ave,Connecticut Ave & Newark St NW / Cleveland Park,1
Spring St & Second Ave,Connecticut Ave & Tilden St NW,4
Spring St & Second Ave,Cordell & Norfolk Ave,1
Spring St & Second Ave,East West Hwy & 16th St,5
Spring St & Second Ave,East West Hwy & Blair Mill Rd,53
Spring St & Second Ave,Fenton St & Ellsworth Dr,116
Spring St & Second Ave,Fenton St & Gist Ave,19
Spring St & Second Ave,Fenton St & New York Ave,87
Spring St & Second Ave,Fort Totten Metro,3
Spring St & Second Ave,Garland Ave & Walden Rd,1
Spring St & Second Ave,Georgetown Harbor / 30th St NW,3
Spring St & Second Ave,Georgia & Missouri Ave NW,4
Spring St & Second Ave,Georgia & New Hampshire Ave NW,3
Spring St & Second Ave,Georgia Ave & Spring St,28
Spring St & Second Ave,Harvard St & Adams Mill Rd NW,14
Spring St & Second Ave,John McCormack Dr & Michigan Ave NE,4
Spring St & Second Ave,Lincoln Memorial,2
Spring St & Second Ave,Lyttonsville Rd & Lyttonsville Pl,4
Spring St & Second Ave,M St & Delaware Ave NE,2
Spring St & Second Ave,M St & Pennsylvania Ave NW,1
Spring St & Second Ave,Maple & Ritchie Ave,2
Spring St & Second Ave,Massachusetts Ave & Dupont Circle NW,2
Spring St & Second Ave,Medical Center Metro,2
Spring St & Second Ave,MLK Library/9th & G St NW,2
Spring St & Second Ave,Montgomery & East Ln,6
Spring St & Second Ave,New York Ave & 15th St NW,2
Spring St & Second Ave,Norfolk Ave & Fairmont St,2
Spring St & Second Ave,Offutt Ln & Chevy Chase Dr,2
Spring St & Second Ave,Old Georgetown Rd & Southwick St,2
Spring St & Second Ave,Park Rd & Holmead Pl NW,3
Spring St & Second Ave,Philadelphia & Maple Ave,3
Spring St & Second Ave,Ripley & Bonifant St,14
Spring St & Second Ave,River Rd & Landy Ln,3
Spring St & Second Ave,Silver Spring Metro/Colesville Rd & Wayne Ave,57
Spring St & Second Ave,Takoma Metro,10
Spring St & Second Ave,Thomas Circle,1
Spring St & Second Ave,Van Ness Metro / UDC,1
Spring St & Second Ave,Veterans Pl & Pershing Dr,19
Spring St & Second Ave,Ward Circle / American University,1
Taft St & E Gude Dr,Crabbs Branch Way & Calhoun Pl,8
Taft St & E Gude Dr,Crabbs Branch Way & Redland Rd,4
Taft St & E Gude Dr,E Montgomery Ave & Maryland Ave,130
Taft St & E Gude Dr,Fallsgrove Blvd & Fallsgrove Dr,2
Taft St & E Gude Dr,Fallsgrove Dr & W Montgomery Ave,3
Taft St & E Gude Dr,Fleet St & Ritchie Pkwy,9
Taft St & E Gude Dr,Frederick Ave & Horners Ln,6
Taft St & E Gude Dr,Harvard St & Adams Mill Rd NW,1
Taft St & E Gude Dr,King Farm Blvd & Pleasant Dr,2
Taft St & E Gude Dr,Monroe St & Monroe Pl,3
Taft St & E Gude Dr,Montgomery College/W Campus Dr & Mannakee St,1
Taft St & E Gude Dr,Needwood Rd & Eagles Head Ct,2
Taft St & E Gude Dr,Piccard & W Gude Dr,6
Taft St & E Gude Dr,Rockville Metro East,71
Taft St & E Gude Dr,Rockville Metro West,3
Taft St & E Gude Dr,Shady Grove Metro West,1
Takoma Metro,10th & Florida Ave NW,5
Takoma Metro,10th & K St NW,1
Takoma Metro,10th & Monroe St NE,11
Takoma Metro,10th & U St NW,19
Takoma Metro,10th St & Constitution Ave NW,2
Takoma Metro,11th & Kenyon St NW,78
Takoma Metro,11th & M St NW,5
Takoma Metro,11th & S St NW,8
Takoma Metro,12th & Irving St NE,1
Takoma Metro,12th & Newton St NE,11
Takoma Metro,12th & U St NW,7
Takoma Metro,13th St & Eastern Ave,221
Takoma Metro,13th St & New York Ave NW,2
Takoma Metro,14th & Belmont St NW,31
Takoma Metro,14th & D St NW / Ronald Reagan Building,2
Takoma Metro,14th & Harvard St NW,26
Takoma Metro,14th & R St NW,8
Takoma Metro,14th & Rhode Island Ave NW,3
Takoma Metro,14th & Upshur St NW,35
Takoma Metro,14th & V St NW,24
Takoma Metro,14th St & Colorado Ave NW,122
Takoma Metro,14th St & Spring Rd NW,62
Takoma Metro,14th St Heights / 14th & Crittenden St NW,18
Takoma Metro,15th & Euclid St  NW,4
Takoma Metro,15th & K St NW,1
Takoma Metro,15th & L St NW,2
Takoma Metro,15th & P St NW,2
Takoma Metro,16th & Harvard St NW,23
Takoma Metro,16th & Irving St NW,3
Takoma Metro,17th & Corcoran St NW,4
Takoma Metro,17th & K St NW,4
Takoma Metro,17th & Rhode Island Ave NW,2
Takoma Metro,17th St & Massachusetts Ave NW,2
Takoma Metro,18th & R St NW,5
Takoma Metro,18th St & Rhode Island Ave NE,3
Takoma Metro,18th St & Wyoming Ave NW,2
Takoma Metro,19th St & Constitution Ave NW,3
Takoma Metro,1st & M St NE,6
Takoma Metro,1st & N St SE,1
Takoma Metro,1st & Rhode Island Ave NW,8
Takoma Metro,1st & Washington Hospital Center NW,7
Takoma Metro,20th & O St NW / Dupont South,4
Takoma Metro,20th St & Florida Ave NW,5
Takoma Metro,21st & I St NW,2
Takoma Metro,21st & M St NW,3
Takoma Metro,22nd & I St NW / Foggy Bottom,2
Takoma Metro,23rd & E St NW ,1
Takoma Metro,24th & N St NW,3
Takoma Metro,25th St & Pennsylvania Ave NW,2
Takoma Metro,3000 Connecticut Ave NW / National Zoo,2
Takoma Metro,33rd & Water St NW,3
Takoma Metro,34th St & Wisconsin Ave NW,2
Takoma Metro,37th & O St NW / Georgetown University,2
Takoma Metro,3rd & Elm St NW,27
Takoma Metro,3rd & H St NW,1
Takoma Metro,47th & Elm St,2
Takoma Metro,4th & D St NW / Judiciary Square,1
Takoma Metro,4th & E St SW,1
Takoma Metro,4th & East Capitol St NE,1
Takoma Metro,4th & M St SW,2
Takoma Metro,4th & W St NE,3
Takoma Metro,5th & F St NW,2
Takoma Metro,5th & K St NW,2
Takoma Metro,5th & Kennedy St NW,259
Takoma Metro,5th St & Massachusetts Ave NW,2
Takoma Metro,6th St & Indiana Ave NW,2
Takoma Metro,7th & R St NW / Shaw Library,12
Takoma Metro,7th & T St NW,15
Takoma Metro,8th & D St NW,1
Takoma Metro,8th & F St NW,1
Takoma Metro,8th & H St NW,2
Takoma Metro,9th & Upshur St NW,187
Takoma Metro,Adams Mill & Columbia Rd NW,5
Takoma Metro,Bethesda Ave & Arlington Rd,2
Takoma Metro,Bladensburg Rd & Benning Rd NE,4
Takoma Metro,C & O Canal & Wisconsin Ave NW,1
Takoma Metro,California St & Florida Ave NW,5
Takoma Metro,Calvert & Biltmore St NW,3
Takoma Metro,Calvert St & Woodley Pl NW,10
Takoma Metro,Carroll & Ethan Allen Ave,3635
Takoma Metro,Carroll & Westmoreland Ave,877
Takoma Metro,Columbia Rd & Belmont St NW,1
Takoma Metro,Columbia Rd & Georgia Ave NW,12
Takoma Metro,Columbus Circle / Union Station,4
Takoma Metro,Connecticut & Nebraska Ave NW,8
Takoma Metro,Connecticut Ave & Newark St NW / Cleveland Park,4
Takoma Metro,Connecticut Ave & Tilden St NW,1
Takoma Metro,Constitution Ave & 2nd St NW/DOL,3
Takoma Metro,Convention Center / 7th & M St NW,1
Takoma Metro,Deanwood Rec Center,2
Takoma Metro,East West Hwy & Blair Mill Rd,95
Takoma Metro,Fenton St & Ellsworth Dr,130
Takoma Metro,Fenton St & Gist Ave,253
Takoma Metro,Fenton St & New York Ave,1241
Takoma Metro,Florida Ave & R St NW,11
Takoma Metro,Fort Totten Metro,97
Takoma Metro,Gallaudet / 8th St & Florida Ave NE,1
Takoma Metro,Garland Ave & Walden Rd,183
Takoma Metro,Georgetown Harbor / 30th St NW,2
Takoma Metro,Georgia & Missouri Ave NW,81
Takoma Metro,Georgia & New Hampshire Ave NW,143
Takoma Metro,Georgia Ave & Emerson St NW,33
