Ridership	start_terminalName	start_lat	start_long	end_terminalName	end_lat	end_long
4	31120	38.920387	-77.025672	31306	38.922649	-77.077271
13	31120	38.920387	-77.025672	31605	38.8851	-77.0023
136	31120	38.920387	-77.025672	31118	38.917622	-77.01597
3	31120	38.920387	-77.025672	31625	38.881185	-77.001828
56	31120	38.920387	-77.025672	31616	38.900412	-77.001949
39	31120	38.920387	-77.025672	31604	38.899408	-77.015289
30	31120	38.920387	-77.025672	31634	38.87501	-77.0024
17	31120	38.920387	-77.025672	31269	38.887378	-77.001955
24	31120	38.920387	-77.025672	31621	38.895344	-77.016106
75	31120	38.920387	-77.025672	31244	38.88412	-77.017445
15	31120	38.920387	-77.025672	31618	38.889955	-77.000349
16	31120	38.920387	-77.025672	31108	38.8767	-77.0178
22	31120	38.920387	-77.025672	31500	38.919077	-77.000648
98	31120	38.920387	-77.025672	31620	38.897222	-77.019347
244	31120	38.920387	-77.025672	31600	38.90304	-77.019027
20	31120	38.920387	-77.025672	31403	38.956595	-77.019815
236	31120	38.920387	-77.025672	31265	38.90093	-77.018677
25	31120	38.920387	-77.025672	31615	38.899972	-76.998347
11	31120	38.920387	-77.025672	31609	38.87675	-77.02127
53	31120	38.920387	-77.025672	31264	38.894573	-77.01994
119	31120	38.920387	-77.025672	31232	38.897351	-77.022465
271	31120	38.920387	-77.025672	31245	38.912719	-77.022155
269	31120	38.920387	-77.025672	31109	38.9155	-77.0222
58	31120	38.920387	-77.025672	31270	38.894851	-77.02324
14	31120	38.920387	-77.025672	31629	38.889988	-76.995193
1	31120	38.920387	-77.025672	31608	38.8792	-76.9953
12	31120	38.920387	-77.025672	31631	38.897274	-76.994749
414	31120	38.920387	-77.025672	31228	38.8997	-77.023086
94	31120	38.920387	-77.025672	31281	38.90864	-77.02277
117	31120	38.920387	-77.025672	31404	38.9418	-77.0251
96	31120	38.920387	-77.025672	31104	38.922925	-77.042581
17	31120	38.920387	-77.025672	31617	38.900413	-76.982872
66	31120	38.920387	-77.025672	31225	38.90375	-77.06269
442	31120	38.920387	-77.025672	31116	38.917761	-77.04062
9	31120	38.920387	-77.025672	31106	38.923203	-77.047637
63	31120	38.920387	-77.025672	31121	38.923583	-77.050046
24	31120	38.920387	-77.025672	31113	38.920669	-77.04368
254	31120	38.920387	-77.025672	31115	38.928156	-77.02344
51	31120	38.920387	-77.025672	31623	38.89696	-77.00493
2	31120	38.920387	-77.025672	31310	38.955016	-77.069956
4	31120	38.920387	-77.025672	31305	38.934267	-77.057979
5	31120	38.920387	-77.025672	31313	38.941154	-77.062036
61	31120	38.920387	-77.025672	31271	38.892275	-77.013917
427	31120	38.920387	-77.025672	31223	38.905737	-77.02227
21	31120	38.920387	-77.025672	31612	38.894758	-76.997114
13	31120	38.920387	-77.025672	31610	38.886952	-76.996806
41	31120	38.920387	-77.025672	31613	38.884	-76.995397
80	31120	38.920387	-77.025672	31505	38.910972	-77.00495
1	31120	38.920387	-77.025672	31023	38.885801	-77.097745
1	31120	38.920387	-77.025672	32036	38.997033	-77.025608
1	31120	38.920387	-77.025672	32001	38.985404	-77.023082
309	31120	38.920387	-77.025672	31503	38.9126	-77.0135
2	31120	38.920387	-77.025672	31515	38.952369	-77.002721
27	31120	38.920387	-77.025672	31508	38.90509	-76.9941
176	31120	38.920387	-77.025672	31215	38.9022212	-77.059219
266	31120	38.920387	-77.025672	31400	38.936043	-77.024649
9	31120	38.920387	-77.025672	31405	38.949662	-77.027333
83	31120	38.920387	-77.025672	31207	38.9249	-77.0222
4	31120	38.920387	-77.025672	31803	38.866611	-76.985238
5	31120	38.920387	-77.025672	31273	38.878433	-77.03023
11	31120	38.920387	-77.025672	31514	38.927497	-76.997194
17	31120	38.920387	-77.025672	31112	38.927872	-77.043358
2	31120	38.920387	-77.025672	31633	38.887312	-77.025762
2	31120	38.920387	-77.025672	31077	38.88992	-77.071301
43	31120	38.920387	-77.025672	31247	38.888553	-77.032429
8	31120	38.920387	-77.025672	31249	38.879819	-77.037413
10	31120	38.920387	-77.025672	31502	38.9346	-76.9955
31	31120	38.920387	-77.025672	31211	38.897293	-77.05557
46	31120	38.920387	-77.025672	31218	38.886266	-77.022241
147	31120	38.920387	-77.025672	31107	38.9319	-77.0388
1	31120	38.920387	-77.025672	31079	38.894941	-77.09169
1	31120	38.920387	-77.025672	31080	38.897612	-77.080851
11	31120	38.920387	-77.025672	31258	38.888251	-77.049426
54	31120	38.920387	-77.025672	31619	38.890461	-76.988355
5	31120	38.920387	-77.025672	31014	38.897315	-77.070993
77	31120	38.920387	-77.025672	31627	38.905707	-77.003041
29	31120	38.920387	-77.025672	31208	38.8763	-77.0037
224	31120	38.920387	-77.025672	31246	38.905126	-77.056887
1	31120	38.920387	-77.025672	31042	38.804718	-77.043363
62	31120	38.920387	-77.025672	31243	38.887299	-77.018939
779	31120	38.920387	-77.025672	31200	38.9101	-77.0444
283	31120	38.920387	-77.025672	31230	38.898364	-77.027869
108	31120	38.920387	-77.025672	31274	38.898404	-77.024281
14	31120	38.920387	-77.025672	31512	38.903732	-76.987211
286	31120	38.920387	-77.025672	31275	38.901755	-77.051084
659	31120	38.920387	-77.025672	31229	38.91554	-77.03818
58	31120	38.920387	-77.025672	31636	38.90706	-77.015231
114	31120	38.920387	-77.025672	31509	38.912659	-77.017669
64	31120	38.920387	-77.025672	31222	38.8991	-77.0337
54	31120	38.920387	-77.025672	31624	38.897446	-77.009888
167	31120	38.920387	-77.025672	31637	38.899703	-77.008911
7	31120	38.920387	-77.025672	31240	38.88412	-77.04657
1	31120	38.920387	-77.025672	31712	38.894474	-76.974828
350	31120	38.920387	-77.025672	31602	38.9308	-77.0315
3	31120	38.920387	-77.025672	31606	38.8803	-76.9862
28	31120	38.920387	-77.025672	31513	38.918155	-77.004746
19	31120	38.920387	-77.025672	31516	38.920682	-76.995876
8	31120	38.920387	-77.025672	31015	38.8946	-77.072305
22	31120	38.920387	-77.025672	31248	38.888767	-77.02858
5	31120	38.920387	-77.025672	31408	38.975219	-77.016855
519	31120	38.920387	-77.025672	31241	38.9059	-77.0325
38	31120	38.920387	-77.025672	31517	38.908008	-76.996985
145	31120	38.920387	-77.025672	31220	38.894919	-77.046587
177	31120	38.920387	-77.025672	31217	38.887237	-77.028226
15	31120	38.920387	-77.025672	31300	38.944551	-77.063896
1	31120	38.920387	-77.025672	31301	38.938736	-77.087171
42	31120	38.920387	-77.025672	31272	38.886978	-77.013769
49	31120	38.920387	-77.025672	31312	38.90849	-77.063586
417	31263	38.9024	-77.02622	31256	38.895914	-77.026064
67	31263	38.9024	-77.02622	31120	38.920387	-77.025672
2	31263	38.9024	-77.02622	31504	38.932514	-76.992889
150	31263	38.9024	-77.02622	31111	38.9172	-77.0259
267	31263	38.9024	-77.02622	31219	38.893028	-77.026013
4	31263	38.9024	-77.02622	31287	38.884377	-77.025791
