Ridership	start_terminalName	start_lat	start_long	end_terminalName	end_lat	end_long
1	31202	38.912682	-77.031681	31028	38.893241	-77.086045
121	31202	38.912682	-77.031681	31512	38.903732	-76.987211
277	31202	38.912682	-77.031681	31275	38.901755	-77.051084
1330	31202	38.912682	-77.031681	31229	38.91554	-77.03818
420	31202	38.912682	-77.031681	31636	38.90706	-77.015231
1184	31202	38.912682	-77.031681	31509	38.912659	-77.017669
1177	31202	38.912682	-77.031681	31222	38.8991	-77.0337
5	31202	38.912682	-77.031681	31518	38.915604	-76.983683
1140	31202	38.912682	-77.031681	31624	38.897446	-77.009888
210	31202	38.912682	-77.031681	31637	38.899703	-77.008911
108	31202	38.912682	-77.031681	31240	38.88412	-77.04657
24	31202	38.912682	-77.031681	31712	38.894474	-76.974828
1611	31202	38.912682	-77.031681	31602	38.9308	-77.0315
1	31202	38.912682	-77.031681	31805	38.873057	-76.971015
12	31202	38.912682	-77.031681	31005	38.862303	-77.059936
98	31202	38.912682	-77.031681	31606	38.8803	-76.9862
10	31202	38.912682	-77.031681	31041	38.803124	-77.040363
187	31202	38.912682	-77.031681	31513	38.918155	-77.004746
23	31202	38.912682	-77.031681	31516	38.920682	-76.995876
133	31202	38.912682	-77.031681	31015	38.8946	-77.072305
4	31202	38.912682	-77.031681	31060	38.84232	-77.089555
5	31202	38.912682	-77.031681	31006	38.8637	-77.0633
3	31202	38.912682	-77.031681	31043	38.810743	-77.044664
210	31202	38.912682	-77.031681	31248	38.888767	-77.02858
2	31202	38.912682	-77.031681	31408	38.975219	-77.016855
11	31202	38.912682	-77.031681	31303	38.947607	-77.079382
3125	31202	38.912682	-77.031681	31241	38.9059	-77.0325
62	31202	38.912682	-77.031681	31517	38.908008	-76.996985
658	31202	38.912682	-77.031681	31220	38.894919	-77.046587
806	31202	38.912682	-77.031681	31217	38.887237	-77.028226
1	31202	38.912682	-77.031681	31049	38.883669	-77.113905
101	31202	38.912682	-77.031681	31300	38.944551	-77.063896
3	31202	38.912682	-77.031681	31024	38.882788	-77.103148
17	31202	38.912682	-77.031681	31301	38.938736	-77.087171
162	31202	38.912682	-77.031681	31272	38.886978	-77.013769
1	31202	38.912682	-77.031681	31073	38.873219	-77.082104
8	31202	38.912682	-77.031681	31020	38.8904	-77.0889
8	31202	38.912682	-77.031681	31019	38.889	-77.0925
1	31202	38.912682	-77.031681	31033	38.8815	-77.10396
5	31202	38.912682	-77.031681	31017	38.891696	-77.0846
167	31202	38.912682	-77.031681	31302	38.934881	-77.072755
568	31202	38.912682	-77.031681	31312	38.90849	-77.063586
31	31406	38.942016	-77.032652	31256	38.895914	-77.026064
35	31406	38.942016	-77.032652	31120	38.920387	-77.025672
98	31406	38.942016	-77.032652	31263	38.9024	-77.02622
10	31406	38.942016	-77.032652	31504	38.932514	-76.992889
152	31406	38.942016	-77.032652	31111	38.9172	-77.0259
27	31406	38.942016	-77.032652	31219	38.893028	-77.026013
33	31406	38.942016	-77.032652	31262	38.897857	-77.026975
5	31406	38.942016	-77.032652	31614	38.899983	-76.991383
249	31406	38.942016	-77.032652	31102	38.929464	-77.027822
115	31406	38.942016	-77.032652	31266	38.905607	-77.027137
31	31406	38.942016	-77.032652	31280	38.913761	-77.027025
2	31406	38.942016	-77.032652	31511	38.928644	-76.990955
157	31406	38.942016	-77.032652	31251	38.903819	-77.0284
5	31406	38.942016	-77.032652	31501	38.933668	-76.991016
47	31406	38.942016	-77.032652	31268	38.916787	-77.028139
2	31406	38.942016	-77.032652	31622	38.894832	-76.987633
8	31406	38.942016	-77.032652	31611	38.9003	-76.9882
50	31406	38.942016	-77.032652	32006	38.987	-77.029417
191	31406	38.942016	-77.032652	31227	38.900283	-77.029822
116	31406	38.942016	-77.032652	31119	38.921074	-77.031887
163	31406	38.942016	-77.032652	31231	38.894514	-77.031617
63	31406	38.942016	-77.032652	31238	38.898069	-77.031823
8	31406	38.942016	-77.032652	31123	38.925284	-77.032375
267	31406	38.942016	-77.032652	31105	38.9268	-77.0322
8	31406	38.942016	-77.032652	31283	38.903658	-77.031737
83	31406	38.942016	-77.032652	31202	38.912682	-77.031681
88	31406	38.942016	-77.032652	31203	38.9086	-77.0323
297	31406	38.942016	-77.032652	31101	38.9176	-77.0321
345	31406	38.942016	-77.032652	31407	38.956432	-77.032947
97	31406	38.942016	-77.032652	31216	38.899632	-77.031686
366	31406	38.942016	-77.032652	31401	38.9375	-77.0328
115	31406	38.942016	-77.032652	31402	38.947774	-77.032818
288	31406	38.942016	-77.032652	31117	38.92333	-77.0352
106	31406	38.942016	-77.032652	31254	38.902	-77.03353
153	31406	38.942016	-77.032652	31276	38.90366	-77.034846
121	31406	38.942016	-77.032652	31201	38.90985	-77.034438
2	31406	38.942016	-77.032652	31626	38.88732	-76.983569
212	31406	38.942016	-77.032652	31103	38.926088	-77.036536
11	31406	38.942016	-77.032652	31122	38.928893	-77.03625
2	31406	38.942016	-77.032652	31282	38.912652	-77.036278
85	31406	38.942016	-77.032652	31214	38.9121	-77.0387
18	31406	38.942016	-77.032652	31277	38.89841	-77.039624
170	31406	38.942016	-77.032652	31213	38.90276	-77.03863
127	31406	38.942016	-77.032652	31233	38.902061	-77.038322
350	31406	38.942016	-77.032652	31239	38.906602	-77.038785
225	31406	38.942016	-77.032652	31267	38.908142	-77.038359
184	31406	38.942016	-77.032652	31221	38.904742	-77.041606
34	31406	38.942016	-77.032652	31278	38.912648	-77.041834
24	31406	38.942016	-77.032652	31242	38.89968	-77.041539
8	31406	38.942016	-77.032652	31510	38.927095	-76.978924
50	31406	38.942016	-77.032652	31114	38.918809	-77.041571
48	31406	38.942016	-77.032652	31206	38.8952	-77.0436
1	31406	38.942016	-77.032652	31601	38.8896	-76.9769
4	31406	38.942016	-77.032652	31279	38.898412	-77.043182
55	31406	38.942016	-77.032652	31253	38.902204	-77.04337
155	31406	38.942016	-77.032652	31224	38.903407	-77.043648
49	31406	38.942016	-77.032652	31235	38.8923	-77.0436
19	31406	38.942016	-77.032652	31100	38.9003	-77.0429
14	31406	38.942016	-77.032652	31638	38.900358	-77.012108
1	31406	38.942016	-77.032652	31628	38.87861	-77.006004
44	31406	38.942016	-77.032652	31603	38.9057	-77.0056
19	31406	38.942016	-77.032652	31506	38.915417	-77.012289
12	31406	38.942016	-77.032652	31507	38.928743	-77.012457
2	31406	38.942016	-77.032652	31002	38.856425	-77.049232
79	31406	38.942016	-77.032652	31204	38.8963	-77.045
48	31406	38.942016	-77.032652	31250	38.903584	-77.044789
98	31406	38.942016	-77.032652	31234	38.908905	-77.04478
343	31406	38.942016	-77.032652	31110	38.9154	-77.0446
27	31406	38.942016	-77.032652	31259	38.894722	-77.045128
96	31406	38.942016	-77.032652	31205	38.9008	-77.047
231	31406	38.942016	-77.032652	31212	38.90534	-77.046774
6	31406	38.942016	-77.032652	31261	38.892459	-77.046567
59	31406	38.942016	-77.032652	31252	38.901539	-77.046564
71	31406	38.942016	-77.032652	31257	38.90088	-77.048911
4	31406	38.942016	-77.032652	31011	38.8533	-77.0498
46	31406	38.942016	-77.032652	31260	38.896104	-77.049882
93	31406	38.942016	-77.032652	31255	38.9066	-77.05152
104	31406	38.942016	-77.032652	31237	38.903827	-77.053485
25	31406	38.942016	-77.032652	31307	38.930282	-77.055599
24	31406	38.942016	-77.032652	31314	38.903295	-77.065884
23	31406	38.942016	-77.032652	31226	38.916442	-77.0682
9	31406	38.942016	-77.032652	31304	38.922581	-77.070334
27	31406	38.942016	-77.032652	31236	38.90774	-77.071652
1	31406	38.942016	-77.032652	31306	38.922649	-77.077271
1	31406	38.942016	-77.032652	31308	38.943837	-77.077078
3	31406	38.942016	-77.032652	31605	38.8851	-77.0023
17	31406	38.942016	-77.032652	31118	38.917622	-77.01597
4	31406	38.942016	-77.032652	31616	38.900412	-77.001949
55	31406	38.942016	-77.032652	31604	38.899408	-77.015289
7	31406	38.942016	-77.032652	31634	38.87501	-77.0024
9	31406	38.942016	-77.032652	31269	38.887378	-77.001955
6	31406	38.942016	-77.032652	31621	38.895344	-77.016106
82	31406	38.942016	-77.032652	31244	38.88412	-77.017445
5	31406	38.942016	-77.032652	31618	38.889955	-77.000349
15	31406	38.942016	-77.032652	31108	38.8767	-77.0178
15	31406	38.942016	-77.032652	31500	38.919077	-77.000648
11	31406	38.942016	-77.032652	31620	38.897222	-77.019347
12	31406	38.942016	-77.032652	31600	38.90304	-77.019027
41	31406	38.942016	-77.032652	31403	38.956595	-77.019815
280	31406	38.942016	-77.032652	31265	38.90093	-77.018677
10	31406	38.942016	-77.032652	31615	38.899972	-76.998347
2	31406	38.942016	-77.032652	31609	38.87675	-77.02127
24	31406	38.942016	-77.032652	31264	38.894573	-77.01994
42	31406	38.942016	-77.032652	31232	38.897351	-77.022465
34	31406	38.942016	-77.032652	31245	38.912719	-77.022155
57	31406	38.942016	-77.032652	31109	38.9155	-77.0222
20	31406	38.942016	-77.032652	31270	38.894851	-77.02324
1	31406	38.942016	-77.032652	31629	38.889988	-76.995193
2	31406	38.942016	-77.032652	31608	38.8792	-76.9953
3	31406	38.942016	-77.032652	31631	38.897274	-76.994749
72	31406	38.942016	-77.032652	31228	38.8997	-77.023086
4	31406	38.942016	-77.032652	31281	38.90864	-77.02277
511	31406	38.942016	-77.032652	31404	38.9418	-77.0251
225	31406	38.942016	-77.032652	31104	38.922925	-77.042581
3	31406	38.942016	-77.032652	31617	38.900413	-76.982872
160	31406	38.942016	-77.032652	31225	38.90375	-77.06269
57	31406	38.942016	-77.032652	31116	38.917761	-77.04062
19	31406	38.942016	-77.032652	31106	38.923203	-77.047637
179	31406	38.942016	-77.032652	31121	38.923583	-77.050046
1	31406	38.942016	-77.032652	32026	38.977933	-77.006472
6	31406	38.942016	-77.032652	32025	38.975	-77.01121
2	31406	38.942016	-77.032652	31016	38.893438	-77.076389
45	31406	38.942016	-77.032652	31113	38.920669	-77.04368
63	31406	38.942016	-77.032652	31115	38.928156	-77.02344
23	31406	38.942016	-77.032652	31623	38.89696	-77.00493
11	31406	38.942016	-77.032652	31310	38.955016	-77.069956
165	31406	38.942016	-77.032652	31305	38.934267	-77.057979
33	31406	38.942016	-77.032652	31313	38.941154	-77.062036
1	31406	38.942016	-77.032652	31318	38.947156	-77.065115
15	31406	38.942016	-77.032652	31271	38.892275	-77.013917
36	31406	38.942016	-77.032652	31223	38.905737	-77.02227
4	31406	38.942016	-77.032652	31612	38.894758	-76.997114
19	31406	38.942016	-77.032652	32019	38.990249	-77.02935
7	31406	38.942016	-77.032652	31610	38.886952	-76.996806
4	31406	38.942016	-77.032652	31613	38.884	-76.995397
25	31406	38.942016	-77.032652	31505	38.910972	-77.00495
4	31406	38.942016	-77.032652	32036	38.997033	-77.025608
19	31406	38.942016	-77.032652	32024	38.989724	-77.023854
5	31406	38.942016	-77.032652	32001	38.985404	-77.023082
1	31406	38.942016	-77.032652	31309	38.954812	-77.082426
17	31406	38.942016	-77.032652	31503	38.9126	-77.0135
5	31406	38.942016	-77.032652	31515	38.952369	-77.002721
1	31406	38.942016	-77.032652	32014	38.961763	-77.085998
2	31406	38.942016	-77.032652	31508	38.90509	-76.9941
71	31406	38.942016	-77.032652	31215	38.9022212	-77.059219
13	31406	38.942016	-77.032652	31411	38.961339	-77.027855
341	31406	38.942016	-77.032652	31400	38.936043	-77.024649
48	31406	38.942016	-77.032652	31405	38.949662	-77.027333
1	31406	38.942016	-77.032652	32035	38.999388	-77.031555
20	31406	38.942016	-77.032652	31207	38.9249	-77.0222
3	31406	38.942016	-77.032652	31514	38.927497	-76.997194
63	31406	38.942016	-77.032652	31112	38.927872	-77.043358
6	31406	38.942016	-77.032652	31633	38.887312	-77.025762
25	31406	38.942016	-77.032652	31247	38.888553	-77.032429
15	31406	38.942016	-77.032652	31249	38.879819	-77.037413
8	31406	38.942016	-77.032652	31502	38.9346	-76.9955
6	31406	38.942016	-77.032652	31211	38.897293	-77.05557
14	31406	38.942016	-77.032652	31218	38.886266	-77.022241
309	31406	38.942016	-77.032652	31107	38.9319	-77.0388
1	31406	38.942016	-77.032652	31080	38.897612	-77.080851
62	31406	38.942016	-77.032652	31258	38.888251	-77.049426
34	31406	38.942016	-77.032652	31014	38.897315	-77.070993
15	31406	38.942016	-77.032652	31627	38.905707	-77.003041
396	31406	38.942016	-77.032652	31246	38.905126	-77.056887
4	31406	38.942016	-77.032652	32011	38.983627	-77.006311
23	31406	38.942016	-77.032652	31243	38.887299	-77.018939
570	31406	38.942016	-77.032652	31200	38.9101	-77.0444
3	31406	38.942016	-77.032652	31315	38.96497	-77.075946
113	31406	38.942016	-77.032652	31230	38.898364	-77.027869
47	31406	38.942016	-77.032652	31274	38.898404	-77.024281
1	31406	38.942016	-77.032652	31029	38.896923	-77.086502
2	31406	38.942016	-77.032652	31028	38.893241	-77.086045
4	31406	38.942016	-77.032652	31512	38.903732	-76.987211
3	31406	38.942016	-77.032652	31275	38.901755	-77.051084
96	31406	38.942016	-77.032652	31229	38.91554	-77.03818
10	31406	38.942016	-77.032652	31636	38.90706	-77.015231
12	31406	38.942016	-77.032652	31509	38.912659	-77.017669
73	31406	38.942016	-77.032652	31222	38.8991	-77.0337
74	31406	38.942016	-77.032652	31624	38.897446	-77.009888
81	31406	38.942016	-77.032652	31637	38.899703	-77.008911
6	31406	38.942016	-77.032652	31240	38.88412	-77.04657
1186	31406	38.942016	-77.032652	31602	38.9308	-77.0315
2	31406	38.942016	-77.032652	32010	38.98128	-77.011336
2	31406	38.942016	-77.032652	31606	38.8803	-76.9862
2	31406	38.942016	-77.032652	31513	38.918155	-77.004746
1	31406	38.942016	-77.032652	31516	38.920682	-76.995876
2	31406	38.942016	-77.032652	32034	38.992679	-77.029457
15	31406	38.942016	-77.032652	32012	38.99521	-77.02918
22	31406	38.942016	-77.032652	31248	38.888767	-77.02858
5	31406	38.942016	-77.032652	32050	38.997653	-77.034499
25	31406	38.942016	-77.032652	31408	38.975219	-77.016855
10	31406	38.942016	-77.032652	31303	38.947607	-77.079382
400	31406	38.942016	-77.032652	31241	38.9059	-77.0325
1	31406	38.942016	-77.032652	31517	38.908008	-76.996985
71	31406	38.942016	-77.032652	31220	38.894919	-77.046587
7	31406	38.942016	-77.032652	31217	38.887237	-77.028226
86	31406	38.942016	-77.032652	31300	38.944551	-77.063896
8	31406	38.942016	-77.032652	32043	38.997445	-77.023894
3	31406	38.942016	-77.032652	31301	38.938736	-77.087171
5	31406	38.942016	-77.032652	31272	38.886978	-77.013769
1	31406	38.942016	-77.032652	32049	38.986743	-77.000035
6	31406	38.942016	-77.032652	31302	38.934881	-77.072755
60	31406	38.942016	-77.032652	31312	38.90849	-77.063586
1	31406	38.942016	-77.032652	31316	38.946182	-77.08059
387	31101	38.9176	-77.0321	31256	38.895914	-77.026064
553	31101	38.9176	-77.0321	31120	38.920387	-77.025672
405	31101	38.9176	-77.0321	31263	38.9024	-77.02622
259	31101	38.9176	-77.0321	31504	38.932514	-76.992889
2924	31101	38.9176	-77.0321	31111	38.9172	-77.0259
889	31101	38.9176	-77.0321	31219	38.893028	-77.026013
356	31101	38.9176	-77.0321	31262	38.897857	-77.026975
287	31101	38.9176	-77.0321	31614	38.899983	-76.991383
3369	31101	38.9176	-77.0321	31102	38.929464	-77.027822
1608	31101	38.9176	-77.0321	31266	38.905607	-77.027137
186	31101	38.9176	-77.0321	31280	38.913761	-77.027025
3	31101	38.9176	-77.0321	31008	38.8629	-77.0528
14	31101	38.9176	-77.0321	31511	38.928644	-76.990955
891	31101	38.9176	-77.0321	31251	38.903819	-77.0284
157	31101	38.9176	-77.0321	31501	38.933668	-76.991016
561	31101	38.9176	-77.0321	31268	38.916787	-77.028139
100	31101	38.9176	-77.0321	31622	38.894832	-76.987633
451	31101	38.9176	-77.0321	31611	38.9003	-76.9882
2	31101	38.9176	-77.0321	32006	38.987	-77.029417
1465	31101	38.9176	-77.0321	31227	38.900283	-77.029822
1249	31101	38.9176	-77.0321	31119	38.921074	-77.031887
1701	31101	38.9176	-77.0321	31231	38.894514	-77.031617
72	31101	38.9176	-77.0321	31607	38.884	-76.9861
1820	31101	38.9176	-77.0321	31238	38.898069	-77.031823
36	31101	38.9176	-77.0321	31123	38.925284	-77.032375
4575	31101	38.9176	-77.0321	31105	38.9268	-77.0322
35	31101	38.9176	-77.0321	31283	38.903658	-77.031737
4230	31101	38.9176	-77.0321	31202	38.912682	-77.031681
7521	31101	38.9176	-77.0321	31203	38.9086	-77.0323
206	31101	38.9176	-77.0321	31406	38.942016	-77.032652
149	31101	38.9176	-77.0321	31407	38.956432	-77.032947
2871	31101	38.9176	-77.0321	31216	38.899632	-77.031686
1214	31101	38.9176	-77.0321	31401	38.9375	-77.0328
383	31101	38.9176	-77.0321	31402	38.947774	-77.032818
9	31101	38.9176	-77.0321	31003	38.86017	-77.049593
21	31101	38.9176	-77.0321	31630	38.889908	-76.983326
770	31101	38.9176	-77.0321	31117	38.92333	-77.0352
45	31101	38.9176	-77.0321	31632	38.897195	-76.983575
1611	31101	38.9176	-77.0321	31254	38.902	-77.03353
469	31101	38.9176	-77.0321	31276	38.90366	-77.034846
10549	31101	38.9176	-77.0321	31201	38.90985	-77.034438
43	31101	38.9176	-77.0321	31626	38.88732	-76.983569
2371	31101	38.9176	-77.0321	31103	38.926088	-77.036536
35	31101	38.9176	-77.0321	31122	38.928893	-77.03625
1308	31101	38.9176	-77.0321	31291	38.90268	-77.035737
108	31101	38.9176	-77.0321	31282	38.912652	-77.036278
6485	31101	38.9176	-77.0321	31214	38.9121	-77.0387
563	31101	38.9176	-77.0321	31277	38.89841	-77.039624
3390	31101	38.9176	-77.0321	31213	38.90276	-77.03863
1371	31101	38.9176	-77.0321	31233	38.902061	-77.038322
2567	31101	38.9176	-77.0321	31239	38.906602	-77.038785
3	31101	38.9176	-77.0321	31290	38.888097	-77.038325
1324	31101	38.9176	-77.0321	31267	38.908142	-77.038359
9	31101	38.9176	-77.0321	31284	38.893511	-77.041544
2571	31101	38.9176	-77.0321	31221	38.904742	-77.041606
839	31101	38.9176	-77.0321	31278	38.912648	-77.041834
762	31101	38.9176	-77.0321	31242	38.89968	-77.041539
85	31101	38.9176	-77.0321	31510	38.927095	-76.978924
2252	31101	38.9176	-77.0321	31114	38.918809	-77.041571
278	31101	38.9176	-77.0321	31206	38.8952	-77.0436
41	31101	38.9176	-77.0321	31601	38.8896	-76.9769
66	31101	38.9176	-77.0321	31279	38.898412	-77.043182
545	31101	38.9176	-77.0321	31253	38.902204	-77.04337
2342	31101	38.9176	-77.0321	31224	38.903407	-77.043648
605	31101	38.9176	-77.0321	31235	38.8923	-77.0436
1267	31101	38.9176	-77.0321	31100	38.9003	-77.0429
244	31101	38.9176	-77.0321	31638	38.900358	-77.012108
83	31101	38.9176	-77.0321	31628	38.87861	-77.006004
1553	31101	38.9176	-77.0321	31603	38.9057	-77.0056
24	31101	38.9176	-77.0321	31519	38.908643	-77.012365
1735	31101	38.9176	-77.0321	31506	38.915417	-77.012289
130	31101	38.9176	-77.0321	31507	38.928743	-77.012457
36	31101	38.9176	-77.0321	31002	38.856425	-77.049232
912	31101	38.9176	-77.0321	31204	38.8963	-77.045
640	31101	38.9176	-77.0321	31250	38.903584	-77.044789
1602	31101	38.9176	-77.0321	31234	38.908905	-77.04478
5476	31101	38.9176	-77.0321	31110	38.9154	-77.0446
189	31101	38.9176	-77.0321	31259	38.894722	-77.045128
2028	31101	38.9176	-77.0321	31205	38.9008	-77.047
3599	31101	38.9176	-77.0321	31212	38.90534	-77.046774
117	31101	38.9176	-77.0321	31261	38.892459	-77.046567
426	31101	38.9176	-77.0321	31252	38.901539	-77.046564
2	31101	38.9176	-77.0321	31093	38.898984	-77.078317
1115	31101	38.9176	-77.0321	31257	38.90088	-77.048911
18	31101	38.9176	-77.0321	31011	38.8533	-77.0498
233	31101	38.9176	-77.0321	31260	38.896104	-77.049882
7	31101	38.9176	-77.0321	31013	38.853531	-77.053509
1435	31101	38.9176	-77.0321	31255	38.9066	-77.05152
1888	31101	38.9176	-77.0321	31237	38.903827	-77.053485
11	31101	38.9176	-77.0321	31009	38.848441	-77.051516
32	31101	38.9176	-77.0321	31639	38.89967	-77.003666
3	31101	38.9176	-77.0321	31641	38.894972	-77.003135
288	31101	38.9176	-77.0321	31307	38.930282	-77.055599
119	31101	38.9176	-77.0321	31314	38.903295	-77.065884
249	31101	38.9176	-77.0321	31226	38.916442	-77.0682
124	31101	38.9176	-77.0321	31304	38.922581	-77.070334
1014	31101	38.9176	-77.0321	31236	38.90774	-77.071652
84	31101	38.9176	-77.0321	31306	38.922649	-77.077271
18	31101	38.9176	-77.0321	31308	38.943837	-77.077078
213	31101	38.9176	-77.0321	31605	38.8851	-77.0023
1345	31101	38.9176	-77.0321	31118	38.917622	-77.01597
34	31101	38.9176	-77.0321	31625	38.881185	-77.001828
513	31101	38.9176	-77.0321	31616	38.900412	-77.001949
247	31101	38.9176	-77.0321	31604	38.899408	-77.015289
20	31101	38.9176	-77.0321	31634	38.87501	-77.0024
62	31101	38.9176	-77.0321	31269	38.887378	-77.001955
5	31101	38.9176	-77.0321	32021	38.982456	-77.091991
247	31101	38.9176	-77.0321	31621	38.895344	-77.016106
283	31101	38.9176	-77.0321	31244	38.88412	-77.017445
299	31101	38.9176	-77.0321	31618	38.889955	-77.000349
385	31101	38.9176	-77.0321	31108	38.8767	-77.0178
100	31101	38.9176	-77.0321	31500	38.919077	-77.000648
719	31101	38.9176	-77.0321	31620	38.897222	-77.019347
1575	31101	38.9176	-77.0321	31600	38.90304	-77.019027
64	31101	38.9176	-77.0321	31403	38.956595	-77.019815
1222	31101	38.9176	-77.0321	31265	38.90093	-77.018677
241	31101	38.9176	-77.0321	31615	38.899972	-76.998347
208	31101	38.9176	-77.0321	31609	38.87675	-77.02127
232	31101	38.9176	-77.0321	31264	38.894573	-77.01994
1375	31101	38.9176	-77.0321	31232	38.897351	-77.022465
1697	31101	38.9176	-77.0321	31245	38.912719	-77.022155
3700	31101	38.9176	-77.0321	31109	38.9155	-77.0222
188	31101	38.9176	-77.0321	31270	38.894851	-77.02324
62	31101	38.9176	-77.0321	31629	38.889988	-76.995193
29	31101	38.9176	-77.0321	31608	38.8792	-76.9953
62	31101	38.9176	-77.0321	31631	38.897274	-76.994749
2363	31101	38.9176	-77.0321	31228	38.8997	-77.023086
372	31101	38.9176	-77.0321	31281	38.90864	-77.02277
427	31101	38.9176	-77.0321	31404	38.9418	-77.0251
3276	31101	38.9176	-77.0321	31104	38.922925	-77.042581
1	31101	38.9176	-77.0321	31800	38.843222	-76.999388
3	31101	38.9176	-77.0321	31708	38.896544	-76.96012
1	31101	38.9176	-77.0321	31801	38.862669	-76.994637
3	31101	38.9176	-77.0321	31004	38.857866	-77.05949
5	31101	38.9176	-77.0321	31037	38.881044	-77.111768
3	31101	38.9176	-77.0321	31050	38.884961	-77.08777
1	31101	38.9176	-77.0321	31705	38.894	-76.947974
37	31101	38.9176	-77.0321	31707	38.889935	-76.93723
2	31101	38.9176	-77.0321	32002	38.981103	-77.097426
157	31101	38.9176	-77.0321	31617	38.900413	-76.982872
1497	31101	38.9176	-77.0321	31225	38.90375	-77.06269
7061	31101	38.9176	-77.0321	31116	38.917761	-77.04062
202	31101	38.9176	-77.0321	31106	38.923203	-77.047637
2164	31101	38.9176	-77.0321	31121	38.923583	-77.050046
1	31101	38.9176	-77.0321	32026	38.977933	-77.006472
3	31101	38.9176	-77.0321	32025	38.975	-77.01121
1	31101	38.9176	-77.0321	31025	38.88397	-77.10783
1	31101	38.9176	-77.0321	31021	38.8881	-77.09308
28	31101	38.9176	-77.0321	31016	38.893438	-77.076389
11	31101	38.9176	-77.0321	31022	38.88786	-77.094875
1	31101	38.9176	-77.0321	31053	38.863833	-77.080319
3	31101	38.9176	-77.0321	31066	38.867262	-77.072315
1415	31101	38.9176	-77.0321	31113	38.920669	-77.04368
909	31101	38.9176	-77.0321	31115	38.928156	-77.02344
681	31101	38.9176	-77.0321	31623	38.89696	-77.00493
1	31101	38.9176	-77.0321	31045	38.805648	-77.05293
35	31101	38.9176	-77.0321	31310	38.955016	-77.069956
479	31101	38.9176	-77.0321	31305	38.934267	-77.057979
60	31101	38.9176	-77.0321	31313	38.941154	-77.062036
5	31101	38.9176	-77.0321	31318	38.947156	-77.065115
151	31101	38.9176	-77.0321	31271	38.892275	-77.013917
2041	31101	38.9176	-77.0321	31223	38.905737	-77.02227
11	31101	38.9176	-77.0321	31089	38.890612	-77.084801
70	31101	38.9176	-77.0321	31007	38.857063	-77.051141
138	31101	38.9176	-77.0321	31612	38.894758	-76.997114
1	31101	38.9176	-77.0321	31711	38.908473	-76.933099
2	31101	38.9176	-77.0321	31081	38.804378	-77.060866
6	31101	38.9176	-77.0321	32019	38.990249	-77.02935
223	31101	38.9176	-77.0321	31610	38.886952	-76.996806
455	31101	38.9176	-77.0321	31613	38.884	-76.995397
562	31101	38.9176	-77.0321	31505	38.910972	-77.00495
1	31101	38.9176	-77.0321	31023	38.885801	-77.097745
2	31101	38.9176	-77.0321	31706	38.86559	-76.952103
1	31101	38.9176	-77.0321	32036	38.997033	-77.025608
5	31101	38.9176	-77.0321	32024	38.989724	-77.023854
39	31101	38.9176	-77.0321	31309	38.954812	-77.082426
2112	31101	38.9176	-77.0321	31503	38.9126	-77.0135
8	31101	38.9176	-77.0321	31515	38.952369	-77.002721
8	31101	38.9176	-77.0321	32014	38.961763	-77.085998
155	31101	38.9176	-77.0321	31508	38.90509	-76.9941
1125	31101	38.9176	-77.0321	31215	38.9022212	-77.059219
2	31101	38.9176	-77.0321	31411	38.961339	-77.027855
2248	31101	38.9176	-77.0321	31400	38.936043	-77.024649
77	31101	38.9176	-77.0321	31405	38.949662	-77.027333
974	31101	38.9176	-77.0321	31207	38.9249	-77.0222
1	31101	38.9176	-77.0321	31700	38.8601	-76.9672
4	31101	38.9176	-77.0321	31802	38.867373	-76.988039
37	31101	38.9176	-77.0321	31273	38.878433	-77.03023
24	31101	38.9176	-77.0321	31514	38.927497	-76.997194
391	31101	38.9176	-77.0321	31112	38.927872	-77.043358
2	31101	38.9176	-77.0321	31289	38.890544	-77.049379
93	31101	38.9176	-77.0321	31633	38.887312	-77.025762
13	31101	38.9176	-77.0321	31077	38.88992	-77.071301
790	31101	38.9176	-77.0321	31247	38.888553	-77.032429
166	31101	38.9176	-77.0321	31249	38.879819	-77.037413
65	31101	38.9176	-77.0321	31502	38.9346	-76.9955
247	31101	38.9176	-77.0321	31211	38.897293	-77.05557
13	31101	38.9176	-77.0321	31027	38.896015	-77.078107
2	31101	38.9176	-77.0321	31044	38.805317	-77.049883
564	31101	38.9176	-77.0321	31218	38.886266	-77.022241
2123	31101	38.9176	-77.0321	31107	38.9319	-77.0388
3	31101	38.9176	-77.0321	31030	38.89593	-77.089006
21	31101	38.9176	-77.0321	31079	38.894941	-77.09169
5	31101	38.9176	-77.0321	31094	38.895377	-77.09713
1	31101	38.9176	-77.0321	31092	38.896456	-77.104562
15	31101	38.9176	-77.0321	31080	38.897612	-77.080851
327	31101	38.9176	-77.0321	31258	38.888251	-77.049426
171	31101	38.9176	-77.0321	31619	38.890461	-76.988355
341	31101	38.9176	-77.0321	31014	38.897315	-77.070993
425	31101	38.9176	-77.0321	31627	38.905707	-77.003041
166	31101	38.9176	-77.0321	31208	38.8763	-77.0037
1410	31101	38.9176	-77.0321	31246	38.905126	-77.056887
2	31101	38.9176	-77.0321	31042	38.804718	-77.043363
260	31101	38.9176	-77.0321	31243	38.887299	-77.018939
6	31101	38.9176	-77.0321	31640	38.896134	-76.9929
15109	31101	38.9176	-77.0321	31200	38.9101	-77.0444
3	31101	38.9176	-77.0321	31315	38.96497	-77.075946
