start_day,Category_ID,Ridership
2011/10/30,16,640
2011/10/30,17,486
2011/10/30,18,426
2011/10/30,19,306
2011/10/30,20,184
2011/10/30,21,158
2011/10/30,22,142
2011/10/30,23,74
2011/10/31,0,46
2011/10/31,1,26
2011/10/31,2,6
2011/10/31,3,6
2011/10/31,4,12
2011/10/31,5,36
2011/10/31,6,172
2011/10/31,7,452
2011/10/31,8,742
2011/10/31,9,422
2011/10/31,10,210
2011/10/31,11,254
2011/10/31,12,340
2011/10/31,13,304
2011/10/31,14,282
2011/10/31,15,336
2011/10/31,16,544
2011/10/31,17,972
2011/10/31,18,840
2011/10/31,19,472
2011/10/31,20,344
2011/10/31,21,230
2011/10/31,22,170
2011/10/31,23,104
2011/11/1,0,42
2011/11/1,1,22
2011/11/1,2,8
2011/11/1,3,12
2011/11/1,4,16
2011/11/1,5,36
2011/11/1,6,184
2011/11/1,7,506
2011/11/1,8,834
2011/11/1,9,444
2011/11/1,10,270
2011/11/1,11,234
2011/11/1,12,352
2011/11/1,13,334
2011/11/1,14,300
2011/11/1,15,372
2011/11/1,16,594
2011/11/1,17,1012
2011/11/1,18,916
2011/11/1,19,626
2011/11/1,20,418
2011/11/1,21,254
2011/11/1,22,192
2011/11/1,23,144
2011/11/2,0,38
2011/11/2,1,20
2011/11/2,2,4
2011/11/2,3,4
2011/11/2,4,6
2011/11/2,5,54
2011/11/2,6,182
2011/11/2,7,500
2011/11/2,8,942
2011/11/2,9,454
2011/11/2,10,266
2011/11/2,11,288
2011/11/2,12,378
2011/11/2,13,320
2011/11/2,14,344
2011/11/2,15,374
2011/11/2,16,532
2011/11/2,17,1104
2011/11/2,18,956
2011/11/2,19,564
2011/11/2,20,364
2011/11/2,21,334
2011/11/2,22,210
2011/11/2,23,114
2011/11/3,0,62
2011/11/3,1,30
2011/11/3,2,14
2011/11/3,3,10
2011/11/3,4,6
2011/11/3,5,56
2011/11/3,6,196
2011/11/3,7,582
2011/11/3,8,800
2011/11/3,9,328
2011/11/3,10,218
2011/11/3,11,240
2011/11/3,12,354
2011/11/3,13,338
2011/11/3,14,304
2011/11/3,15,320
2011/11/3,16,534
2011/11/3,17,994
2011/11/3,18,864
2011/11/3,19,504
2011/11/3,20,416
2011/11/3,21,288
2011/11/3,22,274
2011/11/3,23,190
2011/11/4,0,86
2011/11/4,1,34
2011/11/4,2,20
2011/11/4,3,16
2011/11/4,4,14
2011/11/4,5,46
2011/11/4,6,130
2011/11/4,7,490
2011/11/4,8,788
2011/11/4,9,506
2011/11/4,10,266
2011/11/4,11,324
2011/11/4,12,392
2011/11/4,13,388
2011/11/4,14,402
2011/11/4,15,474
2011/11/4,16,580
2011/11/4,17,958
2011/11/4,18,748
2011/11/4,19,390
2011/11/4,20,372
2011/11/4,21,246
2011/11/4,22,230
2011/11/4,23,178
2011/11/5,0,104
2011/11/5,1,124
2011/11/5,2,62
2011/11/5,3,16
2011/11/5,4,16
2011/11/5,5,4
2011/11/5,6,46
2011/11/5,7,68
2011/11/5,8,168
2011/11/5,9,282
2011/11/5,10,452
2011/11/5,11,476
2011/11/5,12,740
2011/11/5,13,708
2011/11/5,14,772
2011/11/5,15,686
2011/11/5,16,670
2011/11/5,17,668
2011/11/5,18,474
2011/11/5,19,408
2011/11/5,20,326
2011/11/5,21,236
2011/11/5,22,164
2011/11/5,23,170
2011/11/6,0,150
2011/11/6,1,230
2011/11/6,2,58
2011/11/6,3,18
2011/11/6,4,12
2011/11/6,5,10
2011/11/6,6,32
2011/11/6,7,56
2011/11/6,8,180
2011/11/6,9,340
2011/11/6,10,524
2011/11/6,11,640
2011/11/6,12,692
2011/11/6,13,628
2011/11/6,14,640
2011/11/6,15,612
2011/11/6,16,694
2011/11/6,17,512
2011/11/6,18,368
2011/11/6,19,302
2011/11/6,20,232
2011/11/6,21,176
2011/11/6,22,90
2011/11/6,23,100
2011/11/7,0,30
2011/11/7,1,16
2011/11/7,2,4
2011/11/7,3,6
2011/11/7,4,12
2011/11/7,5,52
2011/11/7,6,198
2011/11/7,7,620
2011/11/7,8,820
2011/11/7,9,346
2011/11/7,10,242
2011/11/7,11,256
2011/11/7,12,358
2011/11/7,13,378
2011/11/7,14,290
2011/11/7,15,338
2011/11/7,16,586
2011/11/7,17,1040
2011/11/7,18,834
2011/11/7,19,594
2011/11/7,20,408
2011/11/7,21,278
2011/11/7,22,214
2011/11/7,23,96
2011/11/8,0,36
2011/11/8,1,22
2011/11/8,2,2
2011/11/8,3,6
2011/11/8,4,8
2011/11/8,5,36
2011/11/8,6,198
2011/11/8,7,646
2011/11/8,8,926
2011/11/8,9,382
2011/11/8,10,256
2011/11/8,11,292
2011/11/8,12,406
2011/11/8,13,390
2011/11/8,14,322
2011/11/8,15,376
2011/11/8,16,576
2011/11/8,17,998
2011/11/8,18,924
2011/11/8,19,556
2011/11/8,20,360
2011/11/8,21,364
2011/11/8,22,216
2011/11/8,23,96
2011/11/9,0,26
2011/11/9,1,20
2011/11/9,2,10
2011/11/9,3,8
2011/11/9,4,8
2011/11/9,5,56
2011/11/9,6,196
2011/11/9,7,600
2011/11/9,8,910
2011/11/9,9,438
2011/11/9,10,210
2011/11/9,11,304
2011/11/9,12,360
2011/11/9,13,334
2011/11/9,14,358
2011/11/9,15,302
2011/11/9,16,562
2011/11/9,17,968
2011/11/9,18,816
2011/11/9,19,608
2011/11/9,20,438
2011/11/9,21,322
2011/11/9,22,228
2011/11/9,23,132
2011/11/10,0,48
2011/11/10,1,22
2011/11/10,2,10
2011/11/10,3,22
2011/11/10,4,6
2011/11/10,5,46
2011/11/10,6,226
2011/11/10,7,542
2011/11/10,8,868
2011/11/10,9,420
2011/11/10,10,234
2011/11/10,11,216
2011/11/10,12,334
2011/11/10,13,192
2011/11/10,14,128
2011/11/10,15,124
2011/11/10,16,146
2011/11/10,17,352
2011/11/10,18,546
2011/11/10,19,422
2011/11/10,20,334
2011/11/10,21,272
2011/11/10,22,178
2011/11/10,23,164
2011/11/11,0,132
2011/11/11,1,38
2011/11/11,2,22
2011/11/11,3,12
2011/11/11,4,16
2011/11/11,5,26
2011/11/11,6,92
2011/11/11,7,240
2011/11/11,8,514
2011/11/11,9,402
2011/11/11,10,394
2011/11/11,11,340
2011/11/11,12,476
2011/11/11,13,472
2011/11/11,14,492
2011/11/11,15,430
2011/11/11,16,476
2011/11/11,17,620
2011/11/11,18,416
2011/11/11,19,398
2011/11/11,20,218
2011/11/11,21,166
2011/11/11,22,182
2011/11/11,23,146
2011/11/12,0,128
2011/11/12,1,108
2011/11/12,2,92
2011/11/12,3,34
2011/11/12,4,14
2011/11/12,5,8
2011/11/12,6,14
2011/11/12,7,54
2011/11/12,8,202
2011/11/12,9,318
2011/11/12,10,464
2011/11/12,11,630
2011/11/12,12,732
2011/11/12,13,704
2011/11/12,14,870
2011/11/12,15,772
2011/11/12,16,722
2011/11/12,17,570
2011/11/12,18,406
2011/11/12,19,342
2011/11/12,20,264
2011/11/12,21,244
2011/11/12,22,236
2011/11/12,23,202
2011/11/13,0,146
2011/11/13,1,142
2011/11/13,2,114
2011/11/13,3,56
2011/11/13,4,12
2011/11/13,5,10
2011/11/13,6,46
2011/11/13,7,86
2011/11/13,8,158
2011/11/13,9,270
2011/11/13,10,482
2011/11/13,11,590
2011/11/13,12,704
2011/11/13,13,678
2011/11/13,14,742
2011/11/13,15,618
2011/11/13,16,638
2011/11/13,17,460
2011/11/13,18,380
2011/11/13,19,314
2011/11/13,20,278
2011/11/13,21,190
2011/11/13,22,178
2011/11/13,23,134
2011/11/14,0,60
2011/11/14,1,22
2011/11/14,2,34
2011/11/14,3,14
2011/11/14,4,10
2011/11/14,5,38
2011/11/14,6,228
2011/11/14,7,640
2011/11/14,8,896
2011/11/14,9,466
2011/11/14,10,218
2011/11/14,11,256
2011/11/14,12,404
2011/11/14,13,404
2011/11/14,14,370
2011/11/14,15,390
2011/11/14,16,630
2011/11/14,17,1036
2011/11/14,18,974
2011/11/14,19,598
2011/11/14,20,478
2011/11/14,21,426
2011/11/14,22,224
2011/11/14,23,122
2011/11/15,0,44
2011/11/15,1,20
2011/11/15,2,30
2011/11/15,3,8
2011/11/15,4,14
2011/11/15,5,54
2011/11/15,6,214
2011/11/15,7,634
2011/11/15,8,954
2011/11/15,9,398
2011/11/15,10,276
2011/11/15,11,268
2011/11/15,12,352
2011/11/15,13,306
2011/11/15,14,294
2011/11/15,15,382
2011/11/15,16,542
2011/11/15,17,902
2011/11/15,18,878
2011/11/15,19,572
2011/11/15,20,474
2011/11/15,21,336
2011/11/15,22,256
2011/11/15,23,160
2011/11/16,0,62
2011/11/16,1,10
2011/11/16,2,20
2011/11/16,3,10
2011/11/16,4,8
2011/11/16,5,26
2011/11/16,6,108
2011/11/16,7,272
2011/11/16,8,462
2011/11/16,9,164
2011/11/16,10,72
2011/11/16,11,120
2011/11/16,12,108
2011/11/16,13,116
2011/11/16,14,122
2011/11/16,15,132
2011/11/16,16,246
2011/11/16,17,466
2011/11/16,18,378
2011/11/16,19,222
2011/11/16,20,198
2011/11/16,21,150
2011/11/16,22,92
2011/11/16,23,62
2011/11/17,0,48
2011/11/17,1,10
2011/11/17,2,10
2011/11/17,3,6
2011/11/17,4,8
2011/11/17,5,44
2011/11/17,6,146
2011/11/17,7,336
2011/11/17,8,710
2011/11/17,9,396
2011/11/17,10,160
2011/11/17,11,194
2011/11/17,12,242
2011/11/17,13,248
2011/11/17,14,218
2011/11/17,15,232
2011/11/17,16,390
2011/11/17,17,798
2011/11/17,18,614
2011/11/17,19,432
2011/11/17,20,332
2011/11/17,21,230
2011/11/17,22,168
2011/11/17,23,116
2011/11/18,0,60
2011/11/18,1,20
2011/11/18,2,20
2011/11/18,3,4
2011/11/18,4,10
2011/11/18,5,44
2011/11/18,6,138
2011/11/18,7,432
2011/11/18,8,748
2011/11/18,9,426
2011/11/18,10,230
2011/11/18,11,280
2011/11/18,12,328
2011/11/18,13,354
2011/11/18,14,306
2011/11/18,15,356
2011/11/18,16,418
2011/11/18,17,756
2011/11/18,18,656
2011/11/18,19,378
2011/11/18,20,274
2011/11/18,21,222
2011/11/18,22,194
2011/11/18,23,118
2011/11/19,0,106
2011/11/19,1,70
2011/11/19,2,92
2011/11/19,3,30
2011/11/19,4,16
2011/11/19,5,4
2011/11/19,6,24
2011/11/19,7,82
2011/11/19,8,182
2011/11/19,9,284
2011/11/19,10,398
2011/11/19,11,466
2011/11/19,12,622
2011/11/19,13,726
2011/11/19,14,696
2011/11/19,15,760
2011/11/19,16,570
2011/11/19,17,464
2011/11/19,18,416
2011/11/19,19,364
2011/11/19,20,326
2011/11/19,21,216
2011/11/19,22,212
2011/11/19,23,186
2011/11/20,0,186
2011/11/20,1,168
2011/11/20,2,112
2011/11/20,3,74
2011/11/20,4,24
2011/11/20,5,6
2011/11/20,6,18
2011/11/20,7,44
2011/11/20,8,128
2011/11/20,9,276
2011/11/20,10,458
2011/11/20,11,570
2011/11/20,12,608
2011/11/20,13,738
2011/11/20,14,726
2011/11/20,15,698
2011/11/20,16,612
2011/11/20,17,406
2011/11/20,18,290
2011/11/20,19,314
2011/11/20,20,226
2011/11/20,21,210
2011/11/20,22,80
2011/11/20,23,56
2011/11/21,0,34
2011/11/21,1,24
2011/11/21,2,6
2011/11/21,3,8
2011/11/21,4,10
2011/11/21,5,40
2011/11/21,6,150
2011/11/21,7,492
2011/11/21,8,782
2011/11/21,9,474
2011/11/21,10,268
2011/11/21,11,254
2011/11/21,12,324
2011/11/21,13,268
2011/11/21,14,270
2011/11/21,15,216
2011/11/21,16,216
2011/11/21,17,420
2011/11/21,18,384
2011/11/21,19,274
2011/11/21,20,160
2011/11/21,21,228
2011/11/21,22,156
2011/11/21,23,66
2011/11/22,0,28
2011/11/22,1,12
2011/11/22,2,12
2011/11/22,3,6
2011/11/22,4,14
2011/11/22,5,36
2011/11/22,6,128
2011/11/22,7,242
2011/11/22,8,374
2011/11/22,9,298
2011/11/22,10,102
2011/11/22,11,64
2011/11/22,12,40
2011/11/22,13,52
2011/11/22,14,70
2011/11/22,15,68
2011/11/22,16,124
2011/11/22,17,330
2011/11/22,18,294
2011/11/22,19,222
2011/11/22,20,254
2011/11/22,21,180
2011/11/22,22,174
2011/11/22,23,78
2011/11/23,0,32
2011/11/23,1,16
2011/11/23,2,12
2011/11/23,3,6
2011/11/23,4,10
2011/11/23,5,34
2011/11/23,6,138
2011/11/23,7,312
2011/11/23,8,644
2011/11/23,9,334
2011/11/23,10,152
2011/11/23,11,230
2011/11/23,12,320
2011/11/23,13,348
2011/11/23,14,424
2011/11/23,15,414
2011/11/23,16,346
2011/11/23,17,326
2011/11/23,18,290
2011/11/23,19,244
2011/11/23,20,136
2011/11/23,21,132
2011/11/23,22,124
2011/11/23,23,102
2011/11/24,0,46
2011/11/24,1,48
2011/11/24,2,44
2011/11/24,3,10
2011/11/24,4,4
2011/11/24,5,20
2011/11/24,6,12
2011/11/24,7,80
2011/11/24,8,92
2011/11/24,9,162
2011/11/24,10,196
2011/11/24,11,284
2011/11/24,12,300
2011/11/24,13,350
2011/11/24,14,336
2011/11/24,15,298
2011/11/24,16,228
2011/11/24,17,148
2011/11/24,18,74
2011/11/24,19,56
2011/11/24,20,62
2011/11/24,21,52
2011/11/24,22,44
2011/11/24,23,42
2011/11/25,0,58
2011/11/25,1,28
2011/11/25,2,20
2011/11/25,3,4
2011/11/25,4,14
2011/11/25,5,10
2011/11/25,6,26
2011/11/25,7,70
2011/11/25,8,148
2011/11/25,9,188
2011/11/25,10,280
2011/11/25,11,452
2011/11/25,12,544
2011/11/25,13,566
2011/11/25,14,544
2011/11/25,15,620
2011/11/25,16,522
2011/11/25,17,368
2011/11/25,18,306
2011/11/25,19,266
2011/11/25,20,190
2011/11/25,21,170
2011/11/25,22,116
2011/11/25,23,66
2011/11/26,0,94
2011/11/26,1,58
2011/11/26,2,46
2011/11/26,3,34
2011/11/26,4,8
2011/11/26,5,6
2011/11/26,6,20
2011/11/26,7,34
2011/11/26,8,120
2011/11/26,9,166
2011/11/26,10,282
2011/11/26,11,460
2011/11/26,12,618
2011/11/26,13,650
2011/11/26,14,598
2011/11/26,15,628
2011/11/26,16,548
2011/11/26,17,368
2011/11/26,18,370
2011/11/26,19,292
2011/11/26,20,282
2011/11/26,21,184
2011/11/26,22,128
2011/11/26,23,138
2011/11/27,0,92
2011/11/27,1,88
2011/11/27,2,62
2011/11/27,3,34
2011/11/27,4,8
2011/11/27,5,10
2011/11/27,6,18
2011/11/27,7,46
2011/11/27,8,84
2011/11/27,9,222
2011/11/27,10,378
2011/11/27,11,480
2011/11/27,12,512
2011/11/27,13,626
2011/11/27,14,624
2011/11/27,15,634
2011/11/27,16,646
2011/11/27,17,406
2011/11/27,18,310
2011/11/27,19,272
2011/11/27,20,208
2011/11/27,21,176
2011/11/27,22,132
2011/11/27,23,62
2011/11/28,0,32
2011/11/28,1,26
2011/11/28,3,10
2011/11/28,4,6
2011/11/28,5,68
2011/11/28,6,206
2011/11/28,7,550
2011/11/28,8,812
2011/11/28,9,416
2011/11/28,10,214
2011/11/28,11,236
2011/11/28,12,354
2011/11/28,13,320
2011/11/28,14,286
2011/11/28,15,300
2011/11/28,16,526
2011/11/28,17,936
2011/11/28,18,826
2011/11/28,19,528
2011/11/28,20,434
2011/11/28,21,312
2011/11/28,22,218
2011/11/28,23,90
2011/11/29,0,44
2011/11/29,1,34
2011/11/29,2,10
2011/11/29,3,4
2011/11/29,4,10
2011/11/29,5,44
2011/11/29,6,176
2011/11/29,7,684
2011/11/29,8,894
2011/11/29,9,402
2011/11/29,10,72
2011/11/29,11,22
2011/11/29,12,36
2011/11/29,13,44
2011/11/29,14,72
2011/11/29,15,130
2011/11/29,16,302
2011/11/29,17,708
2011/11/29,18,712
2011/11/29,19,498
2011/11/29,20,368
2011/11/29,21,250
2011/11/29,22,190
2011/11/29,23,104
2011/11/30,0,48
2011/11/30,1,16
2011/11/30,2,10
2011/11/30,3,2
2011/11/30,4,10
2011/11/30,5,44
2011/11/30,6,202
2011/11/30,7,570
2011/11/30,8,954
2011/11/30,9,386
2011/11/30,10,220
2011/11/30,11,242
2011/11/30,12,320
2011/11/30,13,294
2011/11/30,14,224
2011/11/30,15,230
2011/11/30,16,448
2011/11/30,17,758
2011/11/30,18,750
2011/11/30,19,558
2011/11/30,20,380
2011/11/30,21,270
2011/11/30,22,174
2011/11/30,23,100
2011/12/1,0,40
2011/12/1,1,18
2011/12/1,2,16
2011/12/1,3,14
2011/12/1,4,2
2011/12/1,5,44
2011/12/1,6,192
2011/12/1,7,546
2011/12/1,8,952
2011/12/1,9,446
2011/12/1,10,186
2011/12/1,11,204
2011/12/1,12,296
2011/12/1,13,308
2011/12/1,14,300
2011/12/1,15,304
2011/12/1,16,402
2011/12/1,17,836
2011/12/1,18,806
2011/12/1,19,456
2011/12/1,20,380
2011/12/1,21,322
2011/12/1,22,208
2011/12/1,23,146
2011/12/2,0,74
2011/12/2,1,30
2011/12/2,2,20
2011/12/2,3,2
2011/12/2,4,4
2011/12/2,5,44
2011/12/2,6,172
2011/12/2,7,408
2011/12/2,8,886
2011/12/2,9,492
2011/12/2,10,210
2011/12/2,11,318
2011/12/2,12,406
2011/12/2,13,414
2011/12/2,14,340
2011/12/2,15,398
2011/12/2,16,552
2011/12/2,17,820
2011/12/2,18,744
2011/12/2,19,528
2011/12/2,20,380
2011/12/2,21,222
2011/12/2,22,204
2011/12/2,23,190
2011/12/3,0,150
2011/12/3,1,142
2011/12/3,2,100
2011/12/3,3,18
2011/12/3,4,14
2011/12/3,5,12
2011/12/3,6,22
2011/12/3,7,52
2011/12/3,8,126
2011/12/3,9,248
2011/12/3,10,390
2011/12/3,11,550
2011/12/3,12,716
2011/12/3,13,584
2011/12/3,14,686
2011/12/3,15,672
2011/12/3,16,610
2011/12/3,17,464
2011/12/3,18,446
2011/12/3,19,350
2011/12/3,20,254
2011/12/3,21,218
2011/12/3,22,228
2011/12/3,23,170
2011/12/4,0,166
2011/12/4,1,148
2011/12/4,2,124
2011/12/4,3,82
2011/12/4,4,22
2011/12/4,5,8
2011/12/4,6,8
2011/12/4,7,52
2011/12/4,8,110
2011/12/4,9,252
2011/12/4,10,432
2011/12/4,11,508
2011/12/4,12,654
2011/12/4,13,714
2011/12/4,14,646
2011/12/4,15,592
2011/12/4,16,660
2011/12/4,17,490
2011/12/4,18,342
2011/12/4,19,346
2011/12/4,20,248
2011/12/4,21,144
2011/12/4,22,128
2011/12/4,23,90
2011/12/5,0,48
2011/12/5,1,24
2011/12/5,2,16
2011/12/5,3,4
2011/12/5,4,14
2011/12/5,5,50
2011/12/5,6,178
2011/12/5,7,566
2011/12/5,8,804
2011/12/5,9,380
2011/12/5,10,174
2011/12/5,11,244
2011/12/5,12,308
2011/12/5,13,342
2011/12/5,14,266
2011/12/5,15,294
2011/12/5,16,494
2011/12/5,17,892
2011/12/5,18,796
2011/12/5,19,608
2011/12/5,20,410
2011/12/5,21,352
2011/12/5,22,212
2011/12/5,23,124
2011/12/6,0,56
2011/12/6,1,32
2011/12/6,2,6
2011/12/6,3,6
2011/12/6,4,14
2011/12/6,5,40
2011/12/6,6,170
2011/12/6,7,468
2011/12/6,8,824
2011/12/6,9,408
2011/12/6,10,98
2011/12/6,11,64
2011/12/6,12,110
2011/12/6,13,142
2011/12/6,14,150
2011/12/6,15,90
2011/12/6,16,176
2011/12/6,17,522
2011/12/6,18,606
2011/12/6,19,462
2011/12/6,20,220
2011/12/6,21,228
2011/12/6,22,174
2011/12/6,23,106
2011/12/7,0,64
2011/12/7,1,26
2011/12/7,2,12
2011/12/7,3,6
2011/12/7,4,2
2011/12/7,5,6
2011/12/7,6,36
2011/12/7,7,92
2011/12/7,8,170
2011/12/7,9,128
2011/12/7,10,66
2011/12/7,11,100
2011/12/7,12,66
2011/12/7,13,66
2011/12/7,14,50
2011/12/7,15,58
2011/12/7,16,62
2011/12/7,17,104
2011/12/7,18,102
2011/12/7,19,66
2011/12/7,20,52
2011/12/7,21,12
2011/12/7,22,26
2011/12/7,23,32
2011/12/8,0,42
2011/12/8,1,14
2011/12/8,2,8
2011/12/8,3,2
2011/12/8,4,2
2011/12/8,5,24
2011/12/8,6,142
2011/12/8,7,488
2011/12/8,8,852
2011/12/8,9,448
2011/12/8,10,220
2011/12/8,11,212
2011/12/8,12,312
2011/12/8,13,248
2011/12/8,14,274
2011/12/8,15,234
2011/12/8,16,412
2011/12/8,17,662
2011/12/8,18,636
2011/12/8,19,464
2011/12/8,20,348
2011/12/8,21,278
2011/12/8,22,182
2011/12/8,23,122
2011/12/9,0,68
2011/12/9,1,28
2011/12/9,2,24
2011/12/9,3,12
2011/12/9,4,4
2011/12/9,5,40
2011/12/9,6,126
2011/12/9,7,398
2011/12/9,8,764
2011/12/9,9,528
2011/12/9,10,248
2011/12/9,11,272
2011/12/9,12,346
2011/12/9,13,334
2011/12/9,14,372
2011/12/9,15,378
2011/12/9,16,496
2011/12/9,17,724
2011/12/9,18,636
2011/12/9,19,398
2011/12/9,20,300
2011/12/9,21,280
2011/12/9,22,256
2011/12/9,23,188
2011/12/10,0,154
2011/12/10,1,132
2011/12/10,2,120
2011/12/10,3,50
2011/12/10,4,6
2011/12/10,5,12
2011/12/10,6,22
2011/12/10,7,22
2011/12/10,8,144
2011/12/10,9,296
2011/12/10,10,382
2011/12/10,11,472
2011/12/10,12,566
2011/12/10,13,570
2011/12/10,14,586
2011/12/10,15,596
2011/12/10,16,482
2011/12/10,17,368
2011/12/10,18,344
2011/12/10,19,308
2011/12/10,20,248
2011/12/10,21,166
2011/12/10,22,190
2011/12/10,23,132
2011/12/11,0,148
2011/12/11,1,124
2011/12/11,2,104
2011/12/11,3,38
2011/12/11,4,10
2011/12/11,5,12
2011/12/11,6,20
2011/12/11,7,62
2011/12/11,8,144
2011/12/11,9,214
2011/12/11,10,388
2011/12/11,11,392
2011/12/11,12,576
2011/12/11,13,536
2011/12/11,14,484
2011/12/11,15,532
2011/12/11,16,408
2011/12/11,17,326
2011/12/11,18,326
2011/12/11,19,210
2011/12/11,20,144
2011/12/11,21,126
2011/12/11,22,86
2011/12/11,23,70
2011/12/12,0,40
2011/12/12,1,18
2011/12/12,2,8
2011/12/12,3,4
2011/12/12,4,6
2011/12/12,5,40
2011/12/12,6,126
2011/12/12,7,468
2011/12/12,8,764
2011/12/12,9,436
2011/12/12,10,206
2011/12/12,11,228
2011/12/12,12,290
2011/12/12,13,332
2011/12/12,14,220
2011/12/12,15,262
2011/12/12,16,428
2011/12/12,17,716
2011/12/12,18,714
2011/12/12,19,476
2011/12/12,20,328
2011/12/12,21,242
2011/12/12,22,142
2011/12/12,23,90
2011/12/13,0,34
2011/12/13,1,8
2011/12/13,2,4
2011/12/13,3,6
2011/12/13,4,8
2011/12/13,5,40
2011/12/13,6,182
2011/12/13,7,446
2011/12/13,8,794
2011/12/13,9,466
2011/12/13,10,202
2011/12/13,11,248
2011/12/13,12,334
2011/12/13,13,254
2011/12/13,14,266
2011/12/13,15,300
2011/12/13,16,412
2011/12/13,17,792
2011/12/13,18,760
2011/12/13,19,534
2011/12/13,20,322
2011/12/13,21,278
2011/12/13,22,214
2011/12/13,23,116
2011/12/14,0,44
2011/12/14,1,16
2011/12/14,2,4
2011/12/14,3,6
2011/12/14,4,8
2011/12/14,5,52
2011/12/14,6,174
2011/12/14,7,494
2011/12/14,8,926
2011/12/14,9,478
2011/12/14,10,278
2011/12/14,11,228
2011/12/14,12,288
2011/12/14,13,262
2011/12/14,14,302
2011/12/14,15,332
2011/12/14,16,488
2011/12/14,17,792
2011/12/14,18,780
2011/12/14,19,534
2011/12/14,20,346
2011/12/14,21,308
2011/12/14,22,208
2011/12/14,23,102
2011/12/15,0,100
2011/12/15,1,40
2011/12/15,2,14
2011/12/15,3,6
2011/12/15,4,12
2011/12/15,5,48
2011/12/15,6,182
2011/12/15,7,514
2011/12/15,8,910
2011/12/15,9,560
2011/12/15,10,218
2011/12/15,11,268
2011/12/15,12,312
2011/12/15,13,328
2011/12/15,14,262
2011/12/15,15,164
2011/12/15,16,262
2011/12/15,17,646
2011/12/15,18,752
2011/12/15,19,572
2011/12/15,20,440
2011/12/15,21,310
2011/12/15,22,248
2011/12/15,23,228
2011/12/16,0,144
2011/12/16,1,62
2011/12/16,2,46
2011/12/16,3,10
2011/12/16,4,10
2011/12/16,5,50
2011/12/16,6,162
2011/12/16,7,460
2011/12/16,8,904
2011/12/16,9,486
2011/12/16,10,264
2011/12/16,11,286
2011/12/16,12,344
2011/12/16,13,274
2011/12/16,14,254
2011/12/16,15,302
2011/12/16,16,446
2011/12/16,17,726
2011/12/16,18,588
2011/12/16,19,426
2011/12/16,20,302
2011/12/16,21,204
2011/12/16,22,212
2011/12/16,23,150
2011/12/17,0,124
2011/12/17,1,86
2011/12/17,2,116
2011/12/17,3,52
2011/12/17,4,18
2011/12/17,5,18
2011/12/17,6,34
2011/12/17,7,40
2011/12/17,8,116
2011/12/17,9,198
2011/12/17,10,362
2011/12/17,11,418
2011/12/17,12,488
2011/12/17,13,472
2011/12/17,14,474
2011/12/17,15,452
2011/12/17,16,442
2011/12/17,17,330
2011/12/17,18,314
2011/12/17,19,212
2011/12/17,20,212
2011/12/17,21,192
2011/12/17,22,160
2011/12/17,23,138
2011/12/18,0,140
2011/12/18,1,92
2011/12/18,2,82
2011/12/18,3,36
2011/12/18,4,2
2011/12/18,5,10
2011/12/18,6,6
2011/12/18,7,24
2011/12/18,8,64
2011/12/18,9,162
2011/12/18,10,256
2011/12/18,11,376
2011/12/18,12,456
2011/12/18,13,452
2011/12/18,14,438
2011/12/18,15,414
2011/12/18,16,464
2011/12/18,17,272
2011/12/18,18,276
2011/12/18,19,270
2011/12/18,20,208
2011/12/18,21,178
2011/12/18,22,98
2011/12/18,23,74
2011/12/19,0,34
2011/12/19,1,22
2011/12/19,2,6
2011/12/19,3,6
2011/12/19,4,8
2011/12/19,5,42
2011/12/19,6,132
2011/12/19,7,380
2011/12/19,8,790
2011/12/19,9,366
2011/12/19,10,216
2011/12/19,11,254
2011/12/19,12,282
2011/12/19,13,284
2011/12/19,14,274
2011/12/19,15,316
2011/12/19,16,416
2011/12/19,17,756
2011/12/19,18,708
2011/12/19,19,500
2011/12/19,20,410
2011/12/19,21,254
2011/12/19,22,214
2011/12/19,23,120
2011/12/20,0,42
2011/12/20,1,12
2011/12/20,2,22
2011/12/20,3,4
2011/12/20,4,8
2011/12/20,5,30
2011/12/20,6,142
2011/12/20,7,532
2011/12/20,8,862
2011/12/20,9,516
2011/12/20,10,258
2011/12/20,11,258
2011/12/20,12,350
2011/12/20,13,362
2011/12/20,14,274
2011/12/20,15,308
2011/12/20,16,476
2011/12/20,17,860
2011/12/20,18,822
2011/12/20,19,446
2011/12/20,20,294
2011/12/20,21,286
2011/12/20,22,214
2011/12/20,23,104
2011/12/21,0,50
2011/12/21,1,22
2011/12/21,2,8
2011/12/21,3,4
2011/12/21,4,4
2011/12/21,5,56
2011/12/21,6,150
2011/12/21,7,458
2011/12/21,8,806
2011/12/21,9,466
2011/12/21,10,178
2011/12/21,11,112
2011/12/21,12,122
2011/12/21,13,116
2011/12/21,14,102
2011/12/21,15,122
2011/12/21,16,200
2011/12/21,17,458
2011/12/21,18,560
2011/12/21,19,418
2011/12/21,20,332
2011/12/21,21,246
2011/12/21,22,210
2011/12/21,23,108
2011/12/22,0,54
2011/12/22,1,30
2011/12/22,2,22
2011/12/22,3,12
2011/12/22,4,6
2011/12/22,5,32
2011/12/22,6,124
2011/12/22,7,372
2011/12/22,8,682
2011/12/22,9,456
2011/12/22,10,280
2011/12/22,11,290
2011/12/22,12,404
2011/12/22,13,374
2011/12/22,14,316
2011/12/22,15,428
