StartDate,Ridership,DayType
02-03-14,3531,No
03-03-14,429,No
04-03-14,2279,No
05-03-14,4554,No
06-03-14,4875,No
07-03-14,5114,No
08-03-14,8494,No
09-03-14,5979,No
10-03-14,6831,No
11-03-14,8446,No
12-03-14,6288,No
13-03-14,4022,No
14-03-14,7035,No
15-03-14,10471,No
16-03-14,4871,No
17-03-14,1296,No
18-03-14,4707,No
19-03-14,3791,No
20-03-14,7602,No
21-03-14,7757,No
22-03-14,10969,No
23-03-14,5364,No
24-03-14,5435,No
25-03-14,3119,No
26-03-14,4980,No
27-03-14,6512,No
28-03-14,6741,No
29-03-14,2298,No
30-03-14,906,No
31-03-14,8268,No
01-04-14,9476,No
02-04-14,8987,No
03-04-14,9188,No
04-04-14,8972,No
05-04-14,10841,No
06-04-14,9932,No
07-04-14,2842,No
08-04-14,8957,No
09-04-14,9993,No
10-04-14,11355,No
11-04-14,11539,No
12-04-14,15755,No
13-04-14,14578,No
14-04-14,10724,Yes
15-04-14,1842,No
16-04-14,7851,No
17-04-14,8713,No
18-04-14,9428,No
19-04-14,12024,No
20-04-14,9627,No
21-04-14,9750,No
22-04-14,9205,No
23-04-14,9029,No
24-04-14,9985,No
25-04-14,7658,No
26-04-14,11627,No
27-04-14,11161,No
28-04-14,6487,No
29-04-14,3148,No
30-04-14,1816,No
01-05-14,9690,No
02-05-14,10449,No
03-05-14,11302,No
04-05-14,10642,No
05-05-14,8169,No
06-05-14,10530,No
07-05-14,8649,No
08-05-14,10523,No
09-05-14,10539,No
10-05-14,8329,No
11-05-14,11092,No
12-05-14,9516,No
13-05-14,10046,No
14-05-14,9815,No
15-05-14,9487,No
16-05-14,8117,No
17-05-14,11334,No
18-05-14,10328,No
19-05-14,10534,No
20-05-14,10956,No
21-05-14,8601,No
22-05-14,10450,No
23-05-14,10532,No
24-05-14,10644,No
25-05-14,12206,No
26-05-14,10809,Yes
27-05-14,8327,No
28-05-14,10030,No
29-05-14,5366,No
30-05-14,10930,No
31-05-14,12209,No
01-06-14,11075,No
02-06-14,10466,No
03-06-14,10519,No
04-06-14,10275,No
05-06-14,10854,No
06-06-14,11956,No
07-06-14,12002,No
08-06-14,10740,No
09-06-14,10623,No
10-06-14,9619,No
11-06-14,8734,No
12-06-14,9314,No
13-06-14,9590,No
14-06-14,12046,No
15-06-14,11187,No
16-06-14,10624,No
17-06-14,10623,No
18-06-14,10106,No
19-06-14,10570,No
20-06-14,11780,No
21-06-14,9939,No
22-06-14,10948,No
23-06-14,10984,No
24-06-14,11301,No
25-06-14,10311,No
26-06-14,11087,No
27-06-14,10749,No
28-06-14,10974,No
29-06-14,10934,No
30-06-14,10593,No
01-07-14,10600,No
02-07-14,9699,No
03-07-14,8696,No
04-07-14,12024,Yes
05-07-14,12927,No
06-07-14,11033,No
07-07-14,10165,No
08-07-14,8629,No
09-07-14,8900,No
10-07-14,8800,No
11-07-14,11346,No
12-07-14,11611,No
13-07-14,9434,No
14-07-14,8610,No
15-07-14,7929,No
16-07-14,11425,No
17-07-14,11709,No
18-07-14,11784,No
19-07-14,11898,No
20-07-14,10933,No
21-07-14,11127,No
22-07-14,11307,No
23-07-14,10315,No
24-07-14,10803,No
25-07-14,12421,No
26-07-14,12118,No
27-07-14,10089,No
28-07-14,10774,No
29-07-14,11444,No
30-07-14,11501,No
31-07-14,11106,No
01-08-14,9974,No
02-08-14,10919,No
03-08-14,9919,No
04-08-14,10999,No
05-08-14,10828,No
06-08-14,11109,No
07-08-14,11175,No
08-08-14,11371,No
09-08-14,10457,No
10-08-14,10782,No
11-08-14,9687,No
12-08-14,6030,No
13-08-14,11019,No
14-08-14,11131,No
15-08-14,12048,No
16-08-14,12360,No
17-08-14,10681,No
18-08-14,10842,No
19-08-14,10646,No
20-08-14,9256,No
21-08-14,9850,No
22-08-14,10354,No
23-08-14,6513,No
24-08-14,10933,No
25-08-14,10860,No
26-08-14,10988,No
27-08-14,11248,No
28-08-14,11171,No
29-08-14,11733,No
30-08-14,10309,No
31-08-14,9026,No
01-09-14,8405,Yes
02-09-14,8717,No
03-09-14,10544,No
04-09-14,10929,No
05-09-14,11109,No
06-09-14,9436,No
07-09-14,11365,No
08-09-14,10493,No
09-09-14,11090,No
10-09-14,11371,No
11-09-14,11108,No
12-09-14,12283,No
13-09-14,8302,No
14-09-14,12051,No
15-09-14,11477,No
16-09-14,12262,No
17-09-14,11764,No
18-09-14,11627,No
19-09-14,11972,No
20-09-14,12835,No
21-09-14,10868,No
22-09-14,11140,No
23-09-14,11730,No
24-09-14,9397,No
25-09-14,6717,No
26-09-14,12287,No
27-09-14,12781,No
28-09-14,11034,No
29-09-14,10739,No
30-09-14,11764,No
01-10-14,10657,No
02-10-14,11834,No
03-10-14,11047,No
04-10-14,10754,No
05-10-14,9763,No
06-10-14,10761,No
07-10-14,9581,No
08-10-14,11365,No
09-10-14,11356,No
10-10-14,8243,No
11-10-14,5774,No
12-10-14,9527,No
13-10-14,6695,Yes
14-10-14,11020,No
15-10-14,6157,No
16-10-14,10182,No
17-10-14,12074,No
18-10-14,10940,No
19-10-14,8221,No
20-10-14,9532,No
21-10-14,7565,No
22-10-14,4444,No
23-10-14,9848,No
24-10-14,10563,No
25-10-14,11335,No
26-10-14,10358,No
27-10-14,10622,No
28-10-14,11707,No
29-10-14,9506,No
30-10-14,10147,No
31-10-14,9666,No
01-11-14,6130,No
02-11-14,5698,No
03-11-14,8661,No
04-11-14,9921,No
05-11-14,9241,No
06-11-14,7390,No
07-11-14,8782,No
08-11-14,7652,No
09-11-14,7942,No
10-11-14,9408,No
11-11-14,10891,Yes
12-11-14,9629,No
13-11-14,7193,No
14-11-14,7077,No
15-11-14,6016,No
16-11-14,4783,No
17-11-14,4133,No
18-11-14,5571,No
19-11-14,6037,No
20-11-14,7297,No
21-11-14,6413,No
22-11-14,5627,No
23-11-14,5647,No
24-11-14,9270,No
25-11-14,8204,No
26-11-14,1447,No
27-11-14,1871,Yes
28-11-14,2647,No
29-11-14,3696,No
30-11-14,5024,No
01-12-14,6382,No
02-12-14,2682,No
03-12-14,6947,No
04-12-14,7391,No
05-12-14,6033,No
06-12-14,2704,No
07-12-14,5314,No
08-12-14,6072,No
09-12-14,3320,No
10-12-14,6749,No
11-12-14,6377,No
12-12-14,6833,No
13-12-14,5679,No
14-12-14,5311,No
15-12-14,7707,No
16-12-14,6008,No
17-12-14,7434,No
18-12-14,6370,No
19-12-14,5918,No
20-12-14,3889,No
21-12-14,3619,No
22-12-14,3001,No
23-12-14,3755,No
24-12-14,1224,No
25-12-14,1662,Yes
26-12-14,2948,No
27-12-14,4219,No
28-12-14,2888,No
29-12-14,5188,No
30-12-14,5343,No
31-12-14,4254,No
01-01-15,2611,Yes
02-01-15,5155,No
03-01-15,1718,No
04-01-15,3711,No
05-01-15,5262,No
06-01-15,2086,No
07-01-15,3063,No
08-01-15,2976,No
09-01-15,4237,No
10-01-15,2694,No
11-01-15,3486,No
12-01-15,2168,No
13-01-15,5520,No
14-01-15,4598,No
15-01-15,5812,No
16-01-15,5729,No
17-01-15,4265,No
18-01-15,2548,No
19-01-15,4687,Yes
20-01-15,6316,No
21-01-15,5402,No
22-01-15,6424,No
23-01-15,4774,No
24-01-15,3504,No
25-01-15,5210,No
26-01-15,2448,No
27-01-15,4102,No
28-01-15,5131,No
29-01-15,4679,No
30-01-15,4905,No
31-01-15,3371,No
01-02-15,3621,No
02-02-15,3911,No
03-02-15,5162,No
04-02-15,6138,No
05-02-15,5076,No
06-02-15,5006,No
07-02-15,5036,No
08-02-15,6829,No
09-02-15,5017,No
10-02-15,5768,No
11-02-15,6708,No
12-02-15,5509,No
13-02-15,4078,No
14-02-15,3004,No
15-02-15,1055,Yes
16-02-15,1335,No
17-02-15,1198,No
18-02-15,3183,No
19-02-15,2720,No
20-02-15,2517,No
21-02-15,758,No
22-02-15,2021,No
23-02-15,3655,No
24-02-15,3921,No
25-02-15,5016,No
26-02-15,3531,No
27-02-15,4699,No
28-02-15,3294,No
01-03-15,802,No
02-03-15,4118,No
03-03-15,3884,No
04-03-15,4187,No
05-03-15,560,No
06-03-15,1987,No
07-03-15,3271,No
08-03-15,5529,No
09-03-15,8175,No
10-03-15,4015,No
11-03-15,7909,No
12-03-15,9215,No
13-03-15,8084,No
14-03-15,3669,No
15-03-15,6668,No
16-03-15,9022,No
17-03-15,9246,No
18-03-15,7527,No
19-03-15,8202,No
20-03-15,2956,No
21-03-15,9436,No
22-03-15,8233,No
23-03-15,8134,No
24-03-15,7875,No
25-03-15,7553,No
26-03-15,8778,No
27-03-15,6141,No
28-03-15,4676,No
29-03-15,5861,No
30-03-15,9196,No
31-03-15,8198,No
01-04-15,9874,No
02-04-15,11273,No
03-04-15,6425,No
04-04-15,10433,No
05-04-15,10181,No
06-04-15,12638,No
07-04-15,11109,No
08-04-15,7437,No
09-04-15,7826,No
10-04-15,9393,No
11-04-15,16726,No
12-04-15,15724,No
13-04-15,12676,No
14-04-15,3824,No
15-04-15,11119,Yes
16-04-15,11687,No
17-04-15,12546,No
18-04-15,16004,No
19-04-15,10250,No
20-04-15,9066,No
21-04-15,11630,No
22-04-15,10540,No
23-04-15,10106,No
24-04-15,10370,No
25-04-15,7177,No
26-04-15,10327,No
27-04-15,8864,No
28-04-15,10995,No
29-04-15,11652,No
30-04-15,10255,No
01-05-15,10351,No
02-05-15,12570,No
03-05-15,12098,No
04-05-15,11987,No
05-05-15,11093,No
06-05-15,11483,No
07-05-15,12316,No
08-05-15,13427,No
09-05-15,12841,No
10-05-15,11089,No
11-05-15,12133,No
12-05-15,12056,No
13-05-15,11774,No
14-05-15,12615,No
15-05-15,13641,No
16-05-15,11196,No
17-05-15,10933,No
18-05-15,10442,No
19-05-15,12063,No
20-05-15,12981,No
21-05-15,6981,No
22-05-15,12522,No
23-05-15,12706,No
24-05-15,13564,No
25-05-15,11990,Yes
26-05-15,11351,No
27-05-15,11470,No
28-05-15,11625,No
29-05-15,12058,No
30-05-15,12657,No
31-05-15,10917,No
01-06-15,8101,No
02-06-15,8054,No
03-06-15,9879,No
04-06-15,6356,No
05-06-15,11075,No
06-06-15,12665,No
07-06-15,11661,No
08-06-15,9959,No
09-06-15,11764,No
10-06-15,11586,No
11-06-15,11844,No
12-06-15,10867,No
13-06-15,11754,No
14-06-15,9490,No
15-06-15,9975,No
16-06-15,11492,No
17-06-15,11173,No
18-06-15,9990,No
19-06-15,12019,No
20-06-15,9305,No
21-06-15,8775,No
22-06-15,11258,No
23-06-15,9184,No
24-06-15,12581,No
25-06-15,11119,No
26-06-15,13027,No
27-06-15,3301,No
28-06-15,11601,No
29-06-15,12191,No
30-06-15,11970,No
01-07-15,11223,No
02-07-15,11257,No
03-07-15,12791,Yes
04-07-15,10288,No
05-07-15,12199,No
06-07-15,10902,No
07-07-15,12223,No
08-07-15,9495,No
09-07-15,11045,No
10-07-15,13013,No
11-07-15,12420,No
12-07-15,11711,No
13-07-15,10224,No
14-07-15,11591,No
15-07-15,12088,No
16-07-15,13257,No
17-07-15,12627,No
18-07-15,11096,No
19-07-15,10148,No
20-07-15,10856,No
21-07-15,11811,No
22-07-15,12934,No
23-07-15,12992,No
24-07-15,13339,No
25-07-15,12902,No
26-07-15,11314,No
27-07-15,10919,No
28-07-15,11976,No
29-07-15,12170,No
30-07-15,10808,No
31-07-15,12396,No
01-08-15,12043,No
02-08-15,11447,No
03-08-15,12085,No
04-08-15,11626,No
05-08-15,12501,No
06-08-15,12617,No
07-08-15,12181,No
08-08-15,12970,No
09-08-15,11651,No
10-08-15,10494,No
11-08-15,11342,No
12-08-15,12485,No
13-08-15,12435,No
14-08-15,12549,No
15-08-15,12082,No
16-08-15,10192,No
17-08-15,10971,No
18-08-15,11595,No
19-08-15,11966,No
20-08-15,10192,No
21-08-15,12902,No
22-08-15,12339,No
23-08-15,10981,No
24-08-15,10283,No
25-08-15,12672,No
26-08-15,12330,No
27-08-15,12406,No
28-08-15,12210,No
29-08-15,11526,No
30-08-15,10188,No
31-08-15,11052,No
01-09-15,11522,No
02-09-15,11378,No
03-09-15,11131,No
04-09-15,11050,No
05-09-15,10867,No
06-09-15,12400,No
07-09-15,10351,Yes
08-09-15,10965,No
09-09-15,11065,No
10-09-15,10356,No
11-09-15,12167,No
12-09-15,6665,No
13-09-15,10397,No
14-09-15,11156,No
15-09-15,11943,No
16-09-15,11938,No
17-09-15,11949,No
18-09-15,11956,No
19-09-15,11580,No
20-09-15,10998,No
21-09-15,7816,No
22-09-15,11952,No
23-09-15,12773,No
24-09-15,12514,No
25-09-15,11403,No
26-09-15,11038,No
27-09-15,9979,No
28-09-15,11305,No
29-09-15,7240,No
30-09-15,10184,No
01-10-15,4799,No
02-10-15,2079,No
03-10-15,4050,No
04-10-15,6624,No
05-10-15,10445,No
06-10-15,11551,No
07-10-15,11734,No
08-10-15,11711,No
09-10-15,10501,No
10-10-15,10269,No
11-10-15,10491,No
12-10-15,10495,Yes
13-10-15,10803,No
14-10-15,11406,No
15-10-15,11506,No
16-10-15,11263,No
17-10-15,8782,No
18-10-15,6978,No
19-10-15,9074,No
20-10-15,10036,No
21-10-15,10678,No
22-10-15,11287,No
23-10-15,11470,No
24-10-15,9730,No
25-10-15,8587,No
26-10-15,9973,No
27-10-15,9797,No
28-10-15,5179,No
29-10-15,10632,No
30-10-15,9700,No
31-10-15,8721,No
01-11-15,7211,No
02-11-15,9446,No
03-11-15,10508,No
04-11-15,10822,No
05-11-15,10553,No
06-11-15,11609,No
07-11-15,5610,No
08-11-15,8995,No
09-11-15,6715,No
10-11-15,5773,No
11-11-15,8901,Yes
12-11-15,8476,No
13-11-15,9262,No
14-11-15,7171,No
15-11-15,7441,No
16-11-15,9156,No
17-11-15,9226,No
18-11-15,9768,No
19-11-15,6255,No
20-11-15,9097,No
21-11-15,7299,No
22-11-15,4948,No
23-11-15,6601,No
24-11-15,7500,No
25-11-15,6864,No
26-11-15,3394,Yes
27-11-15,6240,No
28-11-15,6418,No
29-11-15,2877,No
30-11-15,4160,No
01-12-15,3954,No
02-12-15,5740,No
03-12-15,7969,No
04-12-15,7940,No
05-12-15,7087,No
06-12-15,5979,No
07-12-15,7928,No
08-12-15,8458,No
09-12-15,7982,No
10-12-15,8685,No
11-12-15,8722,No
12-12-15,8720,No
13-12-15,8034,No
14-12-15,6645,No
15-12-15,8804,No
16-12-15,8624,No
17-12-15,4553,No
18-12-15,6698,No
19-12-15,4279,No
20-12-15,4219,No
21-12-15,6675,No
22-12-15,4934,No
23-12-15,2263,No
24-12-15,2796,No
25-12-15,1502,Yes
26-12-15,2702,No
27-12-15,4623,No
28-12-15,4459,No
29-12-15,5253,No
30-12-15,5275,No
31-12-15,5855,No
01-01-16,3220,Yes
02-01-16,4922,No
03-01-16,4964,No
04-01-16,5133,No
05-01-16,4850,No
06-01-16,5712,No
07-01-16,6592,No
08-01-16,6153,No
09-01-16,5314,No
10-01-16,5663,No
11-01-16,6294,No
12-01-16,6490,No
13-01-16,5620,No
14-01-16,7164,No
15-01-16,5983,No
16-01-16,5908,No
17-01-16,3400,No
18-01-16,2499,Yes
19-01-16,3912,No
20-01-16,4321,No
21-01-16,4228,No
22-01-16,2985,No
27-01-16,528,No
28-01-16,2022,No
29-01-16,2942,No
30-01-16,2822,No
31-01-16,3611,No
01-02-16,4604,No
02-02-16,6584,No
03-02-16,4243,No
04-02-16,6691,No
05-02-16,5822,No
06-02-16,5042,No
07-02-16,4664,No
08-02-16,5994,No
09-02-16,4053,No
10-02-16,5493,No
11-02-16,4246,No
12-02-16,4363,No
13-02-16,1535,No
14-02-16,1851,No
15-02-16,501,Yes
16-02-16,3238,No
17-02-16,6097,No
18-02-16,5822,No
19-02-16,5633,No
20-02-16,8245,No
21-02-16,4254,No
22-02-16,7148,No
23-02-16,2585,No
24-02-16,3279,No
25-02-16,6330,No
26-02-16,5345,No
27-02-16,5432,No
28-02-16,8732,No
29-02-16,7828,No
01-03-16,8588,No
02-03-16,5918,No
03-03-16,5902,No
04-03-16,5345,No
05-03-16,5334,No
06-03-16,5899,No
07-03-16,9003,No
08-03-16,10558,No
09-03-16,11214,No
10-03-16,10954,No
11-03-16,11220,No
12-03-16,10427,No
13-03-16,5194,No
14-03-16,7671,No
15-03-16,8558,No
16-03-16,13356,No
17-03-16,10673,No
18-03-16,11429,No
19-03-16,3227,No
20-03-16,4532,No
21-03-16,7580,No
22-03-16,9763,No
23-03-16,12340,No
24-03-16,13363,No
25-03-16,12212,No
26-03-16,14116,No
27-03-16,8564,No
28-03-16,8430,No
29-03-16,10221,No
30-03-16,10873,No
31-03-16,11029,No
01-04-16,10875,No
02-04-16,9281,No
03-04-16,6800,No
04-04-16,7398,No
05-04-16,7512,No
06-04-16,9068,No
07-04-16,5433,No
08-04-16,9529,No
09-04-16,4069,No
10-04-16,7421,No
11-04-16,9456,No
12-04-16,8583,No
13-04-16,10131,No
14-04-16,10523,No
15-04-16,11395,Yes
16-04-16,13505,No
17-04-16,12367,No
18-04-16,11882,No
19-04-16,11927,No
20-04-16,11650,No
21-04-16,11447,No
22-04-16,11093,No
23-04-16,8487,No
24-04-16,11948,No
25-04-16,11694,No
26-04-16,11718,No
27-04-16,8360,No
28-04-16,5195,No
29-04-16,8258,No
30-04-16,8511,No
01-05-16,4376,No
02-05-16,8139,No
03-05-16,8132,No
04-05-16,9625,No
05-05-16,8726,No
06-05-16,3102,No
07-05-16,9225,No
08-05-16,10803,No
09-05-16,9164,No
10-05-16,10242,No
11-05-16,7669,No
12-05-16,10805,No
13-05-16,10106,No
14-05-16,9389,No
15-05-16,8507,No
16-05-16,11357,No
17-05-16,5374,No
18-05-16,10583,No
19-05-16,11720,No
20-05-16,13860,No
21-05-16,4432,No
22-05-16,2851,No
23-05-16,8048,No
24-05-16,13235,No
25-05-16,12786,No
26-05-16,12188,No
27-05-16,12139,No
28-05-16,11560,No
29-05-16,9069,No
30-05-16,9930,Yes
31-05-16,11578,No
01-06-16,12355,No
02-06-16,12366,No
03-06-16,8517,No
04-06-16,11991,No
05-06-16,9378,No
06-06-16,12468,No
07-06-16,13271,No
08-06-16,13586,No
09-06-16,13423,No
10-06-16,13730,No
11-06-16,11993,No
12-06-16,11023,No
13-06-16,13161,No
14-06-16,13949,No
15-06-16,12954,No
16-06-16,11056,No
17-06-16,13290,No
18-06-16,13550,No
19-06-16,11830,No
20-06-16,12912,No
21-06-16,9513,No
22-06-16,13902,No
23-06-16,9435,No
24-06-16,12405,No
25-06-16,13600,No
26-06-16,12356,No
27-06-16,11922,No
28-06-16,11064,No
29-06-16,13778,No
30-06-16,13318,No
